Timing is on.
 brand_id |                       brand                        | t_hour | t_minute | ext_price 
 10012017 | importoamalgamalg #17                              |     18 |       54 |   5411.00
  6009004 | maxicorp #4                                        |     17 |       11 |   5398.38
  7001005 | amalgbrand #5                                      |      6 |        5 |   5388.90
  3004001 | edu packexporti #1                                 |     18 |       17 |   5388.35
  1001001 | amalgamalg #1                                      |      9 |        9 |   5374.98
  6006003 | corpcorp #3                                        |     17 |       28 |   5365.80
  9014002 | edu packunivamalg #2                               |      9 |       21 |   5348.64
  3003002 | exportiexporti #2                                  |      7 |       55 |   5334.42
  4004002 | edu packedu pack #2                                |     19 |       32 |   5323.50
  6005001 | scholarcorp #1                                     |     18 |        7 |   5315.90
  4001002 | amalgedu pack #2                                   |     18 |       25 |   5313.33
  4003001 | exportiedu pack #1                                 |     19 |       58 |   5299.20
  7014001 | edu packnameless #1                                |      9 |        0 |   5298.48
  7014001 | edu packnameless #1                                |     17 |       21 |   5289.98
  3004001 | edu packexporti #1                                 |      8 |       46 |   5277.82
  1004001 | edu packamalg #1                                   |      9 |       59 |   5265.26
  8004009 | edu packnameless #9                                |      7 |       26 |   5254.29
  6010005 | univbrand #5                                       |      8 |       25 |   5251.59
  4004002 | edu packedu pack #2                                |     18 |       28 |   5231.00
 10003016 | exportiunivamalg #16                               |     17 |       12 |   5229.53
 10003004 | exportiunivamalg #4                                |     19 |       56 |   5223.40
  7013009 | exportinameless #9                                 |     17 |        2 |   5211.64
  4004001 | edu packedu pack #1                                |     19 |       25 |   5177.52
  7003002 | exportibrand #2                                    |      6 |       21 |   5169.28
  9013009 | exportiunivamalg #9                                |     17 |       40 |   5147.10
  7009003 | maxibrand #3                                       |     19 |       20 |   5127.54
  3004001 | edu packexporti #1                                 |      7 |       20 |   5125.68
  2003001 | exportiimporto #1                                  |      9 |       17 |   5102.04
  1001001 | amalgamalg #1                                      |      9 |       47 |   5094.18
  5003001 | exportischolar #1                                  |     19 |       26 |   5066.00
  2003001 | exportiimporto #1                                  |     19 |       24 |   5064.64
  6011001 | amalgbrand #1                                      |     19 |       27 |   5054.25
  4001002 | amalgedu pack #2                                   |      8 |        6 |   5034.26
  1002001 | importoamalg #1                                    |     17 |       52 |   4991.00
  5004001 | edu packscholar #1                                 |     19 |       26 |   4925.75
  8003010 | exportinameless #10                                |      9 |       23 |   4915.12
  7016001 | corpnameless #1                                    |      9 |        9 |   4892.50
  4003001 | exportiedu pack #1                                 |     18 |       58 |   4890.05
  9012003 | importounivamalg #3                                |     17 |       35 |   4889.16
 10003004 | exportiunivamalg #4                                |     17 |        2 |   4889.08
  6011008 | amalgbrand #8                                      |     17 |       34 |   4879.68
  3004001 | edu packexporti #1                                 |      9 |        0 |   4878.00
  3003002 | exportiexporti #2                                  |     19 |       57 |   4871.30
  1003001 | exportiamalg #1                                    |      8 |       46 |   4869.86
  8014005 | edu packmaxi #5                                    |     18 |       27 |   4850.16
 10012005 | importoamalgamalg #5                               |     18 |       14 |   4850.10
  7013007 | exportinameless #7                                 |     19 |       32 |   4847.20
  8011009 | amalgmaxi #9                                       |     19 |       25 |   4840.88
  8011009 | amalgmaxi #9                                       |      9 |       57 |   4788.90
  7007004 | brandbrand #4                                      |      7 |        5 |   4787.86
  4002001 | importoedu pack #1                                 |     19 |        2 |   4786.67
  8007005 | brandnameless #5                                   |      6 |        4 |   4773.97
 10009015 | maxiunivamalg #15                                  |     19 |       28 |   4770.72
  5001002 | amalgscholar #2                                    |     19 |        1 |   4765.02
  1004001 | edu packamalg #1                                   |     18 |       45 |   4760.92
  5001001 | amalgscholar #1                                    |      9 |       48 |   4756.26
  1004002 | edu packamalg #2                                   |     18 |       16 |   4751.67
  9012003 | importounivamalg #3                                |     17 |       50 |   4746.46
  5001001 | amalgscholar #1                                    |     17 |       37 |   4743.85
  4001001 | amalgedu pack #1                                   |     19 |        4 |   4734.60
  6011008 | amalgbrand #8                                      |     19 |       50 |   4723.50
  5003002 | exportischolar #2                                  |     19 |       26 |   4720.32
  7004009 | edu packbrand #9                                   |     17 |       11 |   4718.25
  5004002 | edu packscholar #2                                 |      8 |        7 |   4717.44
  1001001 | amalgamalg #1                                      |     17 |       35 |   4710.48
  2001001 | amalgimporto #1                                    |      9 |       36 |   4702.16
  8007005 | brandnameless #5                                   |      9 |        6 |   4662.52
  5001002 | amalgscholar #2                                    |      8 |       13 |   4661.76
 10014016 | edu packamalgamalg #16                             |     18 |       13 |   4652.76
  1004002 | edu packamalg #2                                   |      9 |       40 |   4638.60
 10015003 | scholaramalgamalg #3                               |     18 |       12 |   4632.20
  4003001 | exportiedu pack #1                                 |      7 |        2 |   4631.50
  7013007 | exportinameless #7                                 |      8 |       28 |   4601.87
  9012003 | importounivamalg #3                                |     17 |       40 |   4600.57
  6007007 | brandcorp #7                                       |     18 |        8 |   4600.00
  3004001 | edu packexporti #1                                 |     18 |       13 |   4599.36
 10006002 | corpunivamalg #2                                   |      8 |        5 |   4583.70
  5001001 | amalgscholar #1                                    |      8 |        5 |   4579.76
  4004001 | edu packedu pack #1                                |     17 |       18 |   4579.19
  3002001 | importoexporti #1                                  |     18 |       37 |   4575.48
  9013009 | exportiunivamalg #9                                |     17 |       44 |   4566.84
  7012003 | importonameless #3                                 |      9 |       31 |   4566.60
  7009010 | maxibrand #10                                      |     19 |       23 |   4566.20
  6006007 | corpcorp #7                                        |     18 |       17 |   4563.20
  6008007 | namelesscorp #7                                    |      6 |        2 |   4554.68
  7013001 | exportinameless #1                                 |     17 |       13 |   4551.21
  7007004 | brandbrand #4                                      |     17 |       43 |   4546.54
  3002001 | importoexporti #1                                  |      6 |       24 |   4538.40
  5002001 | importoscholar #1                                  |     17 |       53 |   4514.94
 10009015 | maxiunivamalg #15                                  |     17 |       35 |   4512.00
  1002001 | importoamalg #1                                    |      6 |        1 |   4504.57
 10002012 | importounivamalg #12                               |     17 |       46 |   4501.29
  5004002 | edu packscholar #2                                 |     17 |       37 |   4497.60
  1002001 | importoamalg #1                                    |     19 |        0 |   4482.00
  6005001 | scholarcorp #1                                     |     17 |       33 |   4479.30
  7010004 | univnameless #4                                    |     19 |       31 |   4478.26
  4002001 | importoedu pack #1                                 |     18 |        2 |   4478.22
  8005005 | scholarnameless #5                                 |     18 |       52 |   4457.52
 10015013 | scholaramalgamalg #13                              |      8 |       41 |   4440.60
  2004001 | edu packimporto #1                                 |     17 |        6 |   4400.44
  4004001 | edu packedu pack #1                                |      9 |        8 |   4398.89
  7016007 | corpnameless #7                                    |     17 |       48 |   4395.24
  4003001 | exportiedu pack #1                                 |     17 |       19 |   4387.84
  9014011 | edu packunivamalg #11                              |     19 |       47 |   4359.00
 10009015 | maxiunivamalg #15                                  |     19 |       47 |   4342.87
 10013015 | exportiamalgamalg #15                              |     19 |       40 |   4342.72
  6007007 | brandcorp #7                                       |      9 |       52 |   4340.07
  7012003 | importonameless #3                                 |     19 |       57 |   4339.28
  9008005 | namelessmaxi #5                                    |     19 |       36 |   4326.30
  2001002 | amalgimporto #2                                    |      8 |       50 |   4320.32
  8012005 | importomaxi #5                                     |     18 |       49 |   4310.19
  4001001 | amalgedu pack #1                                   |      9 |       22 |   4301.25
  2001001 | amalgimporto #1                                    |     19 |        4 |   4293.00
  6003008 | exporticorp #8                                     |     18 |       44 |   4261.96
  7012003 | importonameless #3                                 |     17 |       34 |   4261.57
  8005008 | scholarnameless #8                                 |     17 |       53 |   4240.23
  5002001 | importoscholar #1                                  |     19 |       48 |   4233.00
  5001001 | amalgscholar #1                                    |      7 |       29 |   4224.78
  3003001 | exportiexporti #1                                  |      7 |       13 |   4223.18
  2001002 | amalgimporto #2                                    |      7 |        2 |   4203.75
  2002001 | importoimporto #1                                  |     18 |        5 |   4187.29
  8004003 | edu packnameless #3                                |      6 |       56 |   4180.35
  2001001 | amalgimporto #1                                    |     18 |       56 |   4135.50
  3004001 | edu packexporti #1                                 |     17 |       37 |   4133.66
  1003001 | exportiamalg #1                                    |      9 |       57 |   4122.66
  2003001 | exportiimporto #1                                  |      8 |       54 |   4122.33
  4004001 | edu packedu pack #1                                |      7 |       45 |   4113.88
  1001002 | amalgamalg #2                                      |      6 |       12 |   4109.02
 10015003 | scholaramalgamalg #3                               |     18 |       32 |   4108.50
  4001002 | amalgedu pack #2                                   |      8 |       48 |   4106.48
  2003001 | exportiimporto #1                                  |     17 |       13 |   4079.20
  8016004 | corpmaxi #4                                        |      7 |       20 |   4077.00
  2001002 | amalgimporto #2                                    |     18 |       50 |   4070.76
  7012003 | importonameless #3                                 |      8 |       12 |   4065.96
  1002002 | importoamalg #2                                    |      6 |       11 |   4057.51
  1004002 | edu packamalg #2                                   |     19 |        0 |   4036.32
  8007005 | brandnameless #5                                   |     17 |        0 |   4032.75
  4001001 | amalgedu pack #1                                   |     17 |       28 |   4023.46
 10014016 | edu packamalgamalg #16                             |     17 |       54 |   4011.28
 10015003 | scholaramalgamalg #3                               |     18 |       55 |   3964.70
  5003001 | exportischolar #1                                  |      9 |       30 |   3955.92
  9016003 | corpunivamalg #3                                   |     19 |       52 |   3952.70
  6008002 | namelesscorp #2                                    |      8 |       54 |   3950.84
 10006002 | corpunivamalg #2                                   |      9 |        5 |   3948.00
  6011008 | amalgbrand #8                                      |     19 |        7 |   3945.90
  2003002 | exportiimporto #2                                  |     19 |        2 |   3938.88
  2004002 | edu packimporto #2                                 |     17 |       50 |   3933.64
  7010003 | univnameless #3                                    |      9 |       26 |   3929.40
  3002001 | importoexporti #1                                  |     19 |       38 |   3925.44
  4003001 | exportiedu pack #1                                 |     17 |       24 |   3924.80
  4004001 | edu packedu pack #1                                |     19 |       33 |   3922.94
  6012008 | importobrand #8                                    |      8 |       56 |   3900.42
  7008009 | namelessbrand #9                                   |     19 |       10 |   3896.00
  7008009 | namelessbrand #9                                   |      8 |        8 |   3891.81
  3003001 | exportiexporti #1                                  |      9 |       45 |   3890.04
 10003016 | exportiunivamalg #16                               |     19 |       45 |   3889.26
  1003001 | exportiamalg #1                                    |     19 |       54 |   3888.40
  5003002 | exportischolar #2                                  |      8 |        9 |   3885.54
  5004002 | edu packscholar #2                                 |      9 |       24 |   3879.12
  7001005 | amalgbrand #5                                      |     19 |        0 |   3876.24
  6012005 | importobrand #5                                    |     19 |       34 |   3866.49
  4004002 | edu packedu pack #2                                |     19 |       37 |   3866.08
 10010013 | univamalgamalg #13                                 |     19 |       21 |   3861.93
  5003001 | exportischolar #1                                  |      8 |       19 |   3858.75
  6011008 | amalgbrand #8                                      |      9 |       17 |   3846.00
  3002001 | importoexporti #1                                  |      8 |        5 |   3842.58
  5002001 | importoscholar #1                                  |     19 |        6 |   3839.04
  3004001 | edu packexporti #1                                 |      7 |        7 |   3824.10
  1003002 | exportiamalg #2                                    |      9 |       28 |   3822.75
  7009010 | maxibrand #10                                      |     18 |       41 |   3790.02
 10016001 | corpamalgamalg #1                                  |     17 |       11 |   3785.39
 10004001 | edu packunivamalg #1                               |      6 |       18 |   3783.36
  9015009 | scholarunivamalg #9                                |     18 |       37 |   3761.24
