Timing is on.
 ca_state | cd_gender | cd_marital_status | cd_dep_count | cnt1 | max | sum | max | cd_dep_employed_count | cnt2 | max | sum | max | cd_dep_college_count | cnt3 | max | sum | max 
 AK       | F         | M                 |            2 |    1 |   2 |   2 |   2 |                     1 |    1 |   1 |   1 |   1 |                    4 |    1 |   4 |   4 |   4
 AK       | F         | M                 |            2 |    1 |   2 |   2 |   2 |                     3 |    1 |   3 |   3 |   3 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | M                 |            2 |    1 |   2 |   2 |   2 |                     5 |    1 |   5 |   5 |   5 |                    4 |    1 |   4 |   4 |   4
 AK       | F         | M                 |            3 |    1 |   3 |   3 |   3 |                     1 |    1 |   1 |   1 |   1 |                    0 |    1 |   0 |   0 |   0
 AK       | F         | M                 |            3 |    1 |   3 |   3 |   3 |                     1 |    1 |   1 |   1 |   1 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | M                 |            3 |    1 |   3 |   3 |   3 |                     6 |    1 |   6 |   6 |   6 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | M                 |            4 |    1 |   4 |   4 |   4 |                     0 |    1 |   0 |   0 |   0 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | M                 |            4 |    1 |   4 |   4 |   4 |                     1 |    1 |   1 |   1 |   1 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | M                 |            4 |    1 |   4 |   4 |   4 |                     3 |    1 |   3 |   3 |   3 |                    0 |    1 |   0 |   0 |   0
 AK       | F         | M                 |            4 |    1 |   4 |   4 |   4 |                     3 |    1 |   3 |   3 |   3 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | M                 |            5 |    1 |   5 |   5 |   5 |                     1 |    1 |   1 |   1 |   1 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | M                 |            5 |    1 |   5 |   5 |   5 |                     5 |    1 |   5 |   5 |   5 |                    0 |    1 |   0 |   0 |   0
 AK       | F         | M                 |            5 |    1 |   5 |   5 |   5 |                     5 |    1 |   5 |   5 |   5 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | M                 |            5 |    1 |   5 |   5 |   5 |                     5 |    1 |   5 |   5 |   5 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | M                 |            6 |    1 |   6 |   6 |   6 |                     0 |    1 |   0 |   0 |   0 |                    0 |    1 |   0 |   0 |   0
 AK       | F         | M                 |            6 |    1 |   6 |   6 |   6 |                     0 |    1 |   0 |   0 |   0 |                    4 |    1 |   4 |   4 |   4
 AK       | F         | M                 |            6 |    1 |   6 |   6 |   6 |                     3 |    1 |   3 |   3 |   3 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | M                 |            6 |    1 |   6 |   6 |   6 |                     4 |    1 |   4 |   4 |   4 |                    0 |    1 |   0 |   0 |   0
 AK       | F         | M                 |            6 |    1 |   6 |   6 |   6 |                     5 |    1 |   5 |   5 |   5 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | M                 |            6 |    1 |   6 |   6 |   6 |                     5 |    1 |   5 |   5 |   5 |                    5 |    1 |   5 |   5 |   5
 AK       | F         | S                 |            0 |    1 |   0 |   0 |   0 |                     0 |    1 |   0 |   0 |   0 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | S                 |            0 |    1 |   0 |   0 |   0 |                     2 |    1 |   2 |   2 |   2 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | S                 |            0 |    1 |   0 |   0 |   0 |                     3 |    1 |   3 |   3 |   3 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | S                 |            0 |    1 |   0 |   0 |   0 |                     3 |    1 |   3 |   3 |   3 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | S                 |            0 |    1 |   0 |   0 |   0 |                     4 |    1 |   4 |   4 |   4 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | S                 |            1 |    1 |   1 |   1 |   1 |                     0 |    1 |   0 |   0 |   0 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | S                 |            1 |    1 |   1 |   1 |   1 |                     1 |    1 |   1 |   1 |   1 |                    4 |    1 |   4 |   4 |   4
 AK       | F         | S                 |            1 |    1 |   1 |   1 |   1 |                     3 |    1 |   3 |   3 |   3 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | S                 |            1 |    1 |   1 |   1 |   1 |                     6 |    1 |   6 |   6 |   6 |                    5 |    1 |   5 |   5 |   5
 AK       | F         | S                 |            2 |    1 |   2 |   2 |   2 |                     0 |    1 |   0 |   0 |   0 |                    5 |    1 |   5 |   5 |   5
 AK       | F         | S                 |            2 |    1 |   2 |   2 |   2 |                     1 |    1 |   1 |   1 |   1 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | S                 |            2 |    1 |   2 |   2 |   2 |                     4 |    1 |   4 |   4 |   4 |                    0 |    1 |   0 |   0 |   0
 AK       | F         | S                 |            2 |    1 |   2 |   2 |   2 |                     5 |    1 |   5 |   5 |   5 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | S                 |            2 |    1 |   2 |   2 |   2 |                     6 |    1 |   6 |   6 |   6 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | S                 |            3 |    1 |   3 |   3 |   3 |                     1 |    1 |   1 |   1 |   1 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | S                 |            3 |    1 |   3 |   3 |   3 |                     2 |    1 |   2 |   2 |   2 |                    5 |    1 |   5 |   5 |   5
 AK       | F         | S                 |            3 |    1 |   3 |   3 |   3 |                     4 |    1 |   4 |   4 |   4 |                    0 |    1 |   0 |   0 |   0
 AK       | F         | S                 |            3 |    1 |   3 |   3 |   3 |                     4 |    1 |   4 |   4 |   4 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | S                 |            3 |    1 |   3 |   3 |   3 |                     5 |    1 |   5 |   5 |   5 |                    0 |    1 |   0 |   0 |   0
 AK       | F         | S                 |            3 |    1 |   3 |   3 |   3 |                     5 |    1 |   5 |   5 |   5 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | S                 |            4 |    1 |   4 |   4 |   4 |                     1 |    1 |   1 |   1 |   1 |                    5 |    1 |   5 |   5 |   5
 AK       | F         | S                 |            4 |    1 |   4 |   4 |   4 |                     4 |    1 |   4 |   4 |   4 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | S                 |            5 |    1 |   5 |   5 |   5 |                     1 |    1 |   1 |   1 |   1 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | S                 |            5 |    1 |   5 |   5 |   5 |                     3 |    1 |   3 |   3 |   3 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | S                 |            5 |    1 |   5 |   5 |   5 |                     4 |    1 |   4 |   4 |   4 |                    4 |    1 |   4 |   4 |   4
 AK       | F         | S                 |            6 |    1 |   6 |   6 |   6 |                     1 |    1 |   1 |   1 |   1 |                    4 |    1 |   4 |   4 |   4
 AK       | F         | S                 |            6 |    1 |   6 |   6 |   6 |                     1 |    1 |   1 |   1 |   1 |                    5 |    1 |   5 |   5 |   5
 AK       | F         | S                 |            6 |    1 |   6 |   6 |   6 |                     3 |    1 |   3 |   3 |   3 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | U                 |            0 |    1 |   0 |   0 |   0 |                     0 |    1 |   0 |   0 |   0 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | U                 |            0 |    1 |   0 |   0 |   0 |                     2 |    1 |   2 |   2 |   2 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | U                 |            1 |    1 |   1 |   1 |   1 |                     4 |    1 |   4 |   4 |   4 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | U                 |            1 |    1 |   1 |   1 |   1 |                     5 |    1 |   5 |   5 |   5 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | U                 |            1 |    1 |   1 |   1 |   1 |                     6 |    1 |   6 |   6 |   6 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | U                 |            1 |    1 |   1 |   1 |   1 |                     6 |    1 |   6 |   6 |   6 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | U                 |            2 |    1 |   2 |   2 |   2 |                     4 |    1 |   4 |   4 |   4 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | U                 |            2 |    1 |   2 |   2 |   2 |                     5 |    1 |   5 |   5 |   5 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | U                 |            3 |    1 |   3 |   3 |   3 |                     3 |    1 |   3 |   3 |   3 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | U                 |            4 |    1 |   4 |   4 |   4 |                     1 |    1 |   1 |   1 |   1 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | U                 |            4 |    1 |   4 |   4 |   4 |                     3 |    1 |   3 |   3 |   3 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | U                 |            4 |    1 |   4 |   4 |   4 |                     4 |    1 |   4 |   4 |   4 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | U                 |            5 |    1 |   5 |   5 |   5 |                     6 |    1 |   6 |   6 |   6 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | U                 |            6 |    1 |   6 |   6 |   6 |                     2 |    1 |   2 |   2 |   2 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | U                 |            6 |    1 |   6 |   6 |   6 |                     2 |    1 |   2 |   2 |   2 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | U                 |            6 |    1 |   6 |   6 |   6 |                     3 |    1 |   3 |   3 |   3 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | U                 |            6 |    1 |   6 |   6 |   6 |                     5 |    1 |   5 |   5 |   5 |                    5 |    1 |   5 |   5 |   5
 AK       | F         | U                 |            6 |    1 |   6 |   6 |   6 |                     6 |    1 |   6 |   6 |   6 |                    5 |    1 |   5 |   5 |   5
 AK       | F         | W                 |            0 |    1 |   0 |   0 |   0 |                     0 |    1 |   0 |   0 |   0 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | W                 |            0 |    1 |   0 |   0 |   0 |                     1 |    1 |   1 |   1 |   1 |                    5 |    1 |   5 |   5 |   5
 AK       | F         | W                 |            0 |    1 |   0 |   0 |   0 |                     4 |    1 |   4 |   4 |   4 |                    0 |    1 |   0 |   0 |   0
 AK       | F         | W                 |            0 |    1 |   0 |   0 |   0 |                     5 |    1 |   5 |   5 |   5 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | W                 |            0 |    1 |   0 |   0 |   0 |                     5 |    1 |   5 |   5 |   5 |                    4 |    1 |   4 |   4 |   4
 AK       | F         | W                 |            1 |    1 |   1 |   1 |   1 |                     0 |    1 |   0 |   0 |   0 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | W                 |            1 |    1 |   1 |   1 |   1 |                     3 |    1 |   3 |   3 |   3 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | W                 |            1 |    2 |   1 |   2 |   1 |                     4 |    2 |   4 |   8 |   4 |                    1 |    2 |   1 |   2 |   1
 AK       | F         | W                 |            2 |    1 |   2 |   2 |   2 |                     1 |    1 |   1 |   1 |   1 |                    5 |    1 |   5 |   5 |   5
 AK       | F         | W                 |            2 |    1 |   2 |   2 |   2 |                     2 |    1 |   2 |   2 |   2 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | W                 |            2 |    1 |   2 |   2 |   2 |                     3 |    1 |   3 |   3 |   3 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | W                 |            2 |    1 |   2 |   2 |   2 |                     3 |    1 |   3 |   3 |   3 |                    5 |    1 |   5 |   5 |   5
(100 rows)

Time: 26551,077 ms (00:26,551)
