Timing is on.
 s_store_name |                                                                                               i_item_desc                                                                                                | revenue | i_current_price | i_wholesale_cost |                      i_brand                       
 able         | Above good sources hide correct, used findings.                                                                                                                                                          |    2.84 |            1.71 |             0.75 | importounivamalg #4                               
 able         | Above late suggestions resist then individual deals. Shortly black things enjoy for a hands. Bodies see all rig                                                                                          |    3.68 |            5.51 |             3.80 | amalgscholar #2                                   
 able         | Above lips ought to take years. Sensitive concepts form also international ch                                                                                                                            |    1.68 |            0.31 |             0.36 | exportimaxi #10                                   
 able         | Above male hands ought to come important, possible players. Serious, great police join just ago inadequate we                                                                                            |    4.78 |            8.50 |             1.31 | edu packscholar #2                                
 able         | Above male hands ought to come important, possible players. Serious, great police join just ago inadequate we                                                                                            |    5.57 |            8.50 |             1.31 | edu packscholar #2                                
 able         | Above smart edges would not trust almost operational characteristics. Insufficient, grea                                                                                                                 |    9.83 |            0.95 |             0.74 | univamalgamalg #4                                 
 able         | Absent, various difficulties go excellent, hungry grounds. Then theoretical                                                                                                                              |   11.83 |            1.08 |             0.35 | namelessbrand #8                                  
 able         | Absolutely considerable numbers try specifically on a sources; good, curre                                                                                                                               |    0.00 |           65.25 |            28.05 | edu packcorp #6                                   
 able         | Absolutely elegant women must gain well complete                                                                                                                                                         |    1.95 |            4.29 |            29.47 | importoimporto #1                                 
 able         | Absolutely front men turn spatial hours. Good, free sales used to marry outside appropriate ships. Noble men sa                                                                                          |    1.78 |            1.49 |             1.53 | amalgedu pack #2                                  
 able         | Abstract families must not think academic panels; practical, other improvements compensate. Home steep views will not live groups. Often cold goals listen                                               |    1.43 |            4.92 |             3.14 | brandbrand #7                                     
 able         | Abstract families must not think academic panels; practical, other improvements compensate. Home steep views will not live groups. Often cold goals listen                                               |    3.49 |            4.92 |             3.14 | brandbrand #7                                     
 able         | Academic houses may not prompt; there isolated arts change straight technical experiments. Even apparent years could not go half demanding, rare families; aw                                            |    0.06 |            6.51 |             5.46 | scholarmaxi #10                                   
 able         | Academic systems can give generally victorian knees. Straightforward, specific reasons might act on the guards. Of course recent men avoid perhaps                                                       |    8.28 |            6.04 |             6.57 | amalgmaxi #6                                      
 able         | Acc                                                                                                                                                                                                      |   11.14 |            4.38 |             0.41 | edu packedu pack #1                               
 able         | Acceptable, minut                                                                                                                                                                                        |    0.00 |            7.67 |             3.82 | amalgbrand #5                                     
 able         | Acceptable, minut                                                                                                                                                                                        |   10.33 |            7.67 |             3.82 | amalgbrand #5                                     
 able         | Accessible, real efforts help less matters. Words might not explore limits. Creditors might meet. High, suitable hands derive already applications; other adults get much before                         |    0.06 |            1.62 |             1.03 | exportiedu pack #2                                
 able         | Accessible, real efforts help less matters. Words might not explore limits. Creditors might meet. High, suitable hands derive already applications; other adults get much before                         |   11.22 |            9.05 |             1.03 | edu packunivamalg #15                             
 able         | Accessible, various prob                                                                                                                                                                                 |    6.41 |            9.80 |            36.44 | univamalgamalg #9                                 
 able         | Accidents know here so likely hours. Regional, early views question generally ever able fields. Technical, human repres                                                                                  |   10.79 |            1.06 |             2.67 | brandbrand #4                                     
 able         | Accidents may not recall. Here new systems should not wait ago on the suggestions. Also other magistrates ought to market darkly hot, inc minutes. Intense, good hotels shall not make more bold, marrie |    4.85 |           22.05 |             1.74 | exportischolar #2                                 
 able         | Accurate deaths might starve today rigid comparisons. Prime, new studies react periods. Eyes                                                                                                             |    2.20 |            2.13 |             0.27 | exportischolar #1                                 
 able         | Accused, conventional plants must result just western details. Yet major surroundings think in the activities. Amounts advise less base,                                                                 |    3.23 |            9.63 |             8.37 | edu packbrand #1                                  
 able         | Accused foreigners should let deep here irish audiences. Expected, good positions identify situations. Good mothers affect otherwise hard                                                                |    0.00 |            6.47 |             6.80 | amalgedu pack #2                                  
 able         | Accused, local measures might not think asian heads. Important,                                                                                                                                          |    6.69 |           31.84 |             0.11 | exportiedu pack #2                                
 able         | Acids grab below previous standards. Ever large metals will come on a articles. Underlying stories protect at last. Reasonable directions believe rather due to a                                        |    1.03 |            1.43 |             1.18 | edu packedu pack #1                               
 able         | Acres can cause here with a talks. Original, old notes may bring also basic, soviet patients. Curious, g                                                                                                 |    9.10 |            0.95 |             0.70 | importoedu pack #1                                
 able         | Acres can cause here with a talks. Original, old notes may bring also basic, soviet patients. Curious, g                                                                                                 |    6.45 |            0.95 |             0.70 | importoedu pack #1                                
 able         | Across available arti                                                                                                                                                                                    |    8.72 |            0.51 |             2.36 | brandmaxi #7                                      
 able         | Across possible colleagues know even years. Much bloody families shall wor                                                                                                                               |   10.69 |            0.85 |             2.79 | corpnameless #1                                   
 able         | Across possible colleagues know even years. Much bloody families shall wor                                                                                                                               |    6.09 |            6.27 |             2.79 | corpbrand #4                                      
 able         | Actions cause never present journals. Never domestic questions result then with a preparations. Real experiences must demonstrate fin                                                                    |    4.98 |            4.33 |             1.81 | edu packcorp #5                                   
 able         | Active                                                                                                                                                                                                   |    2.66 |            0.94 |             0.69 | amalgexporti #2                                   
 able         | Active effect                                                                                                                                                                                            |    7.20 |            6.64 |            15.62 | amalgimporto #1                                   
 able         | Active lights s                                                                                                                                                                                          |    9.04 |            6.73 |             5.51 | exportischolar #2                                 
 able         | Active pounds remain possibly pp.. Private, physical improvements read. However northern observations worry most active, national humans. Ever innocent messages m                                       |    6.73 |            6.88 |             4.95 | amalgscholar #1                                   
 able         | Active, red things shall remain from the colleagues; largely high members form barely i                                                                                                                  |    4.06 |            5.94 |             2.13 | edu packmaxi #10                                  
 able         | Activities carry users. Charming moments resist months. Minor, lon                                                                                                                                       |    6.43 |            1.32 |             0.62 | amalgunivamalg #17                                
 able         | Activities ought to mark. Times see. Somehow urb                                                                                                                                                         |    7.86 |            8.34 |             3.33 | amalgmaxi #1                                      
 able         | Activities will travel there boys. Around progressive standards should not tell really now solar rates. Angry intentions put international,                                                              |    5.79 |            0.21 |             0.68 | scholarnameless #6                                
 able         | Actors could count also political intervals. Costs survive about no areas; problems will give almost private newspapers. Aut                                                                             |    9.62 |            1.17 |             0.79 | importoimporto #1                                 
 able         | Actors could count also political intervals. Costs survive about no areas; problems will give almost private newspapers. Aut                                                                             |   13.23 |            1.17 |             0.79 | importoimporto #1                                 
 able         | Acts r                                                                                                                                                                                                   |    7.71 |            6.38 |             2.79 | exportiunivamalg #6                               
 able         | Actual, japanese successes ought to put. Studies shall make out of a observers. Public, dangerous ideas must stop blue, soft men. Shy, relevant pounds feel surprisingly old criteria; interested yea    |   11.32 |            7.80 |             6.94 | univbrand #6                                      
 able         | Actual, japanese successes ought to put. Studies shall make out of a observers. Public, dangerous ideas must stop blue, soft men. Shy, relevant pounds feel surprisingly old criteria; interested yea    |    0.78 |            4.33 |             6.94 | edu packamalg #1                                  
 able         | Actually economic skills should keep on a boys. Friends speed unlikely cells. Difficulties destroy other companies. Prisoner                                                                             |    5.70 |            2.32 |             1.94 | importoamalg #2                                   
 able         | Actually economic skills should keep on a boys. Friends speed unlikely cells. Difficulties destroy other companies. Prisoner                                                                             |    6.71 |            2.32 |             1.94 | importoamalg #2                                   
 able         | Actually electronic leads enforce there free women; words follow to a concen                                                                                                                             |    0.56 |            4.29 |             3.68 | maxinameless #5                                   
 able         | Actually functional benefits rival much different officials; strong, similar mothers appear even previously foreign things. Surprising, v                                                                |    8.06 |            2.96 |             4.20 | amalgcorp #6                                      
 able         | Actually great controls might feel                                                                                                                                                                       |   12.86 |            0.97 |             6.50 | importomaxi #10                                   
 able         | Actually independent forces use. Environmental, difficult sources say away final, dependent hours. Holes seem just with a pairs. New, free tears shall                                                   |    3.75 |            0.56 |             0.44 | importoexporti #2                                 
 able         | Actually minor carers may bring immediate members; eyes return thus negotiations. Individual years will not l                                                                                            |    1.25 |            2.48 |             1.71 | scholarcorp #2                                    
 able         | Actual, new sisters deal periodically. Discussions shall not come also; more final others should take still for a figures. Similar                                                                       |   12.08 |            6.82 |             7.86 | scholarbrand #8                                   
 able         | Actual ways rely by a lines. Moments can eat real daughters.                                                                                                                                             |    7.39 |            1.30 |             0.46 | importoamalg #2                                   
 able         | Acute eyes select enough maximum, labour pockets. Answers may establish often both inadequate jobs. Muscles say so current, national experiences. Religious, additional custom                           |    7.18 |            2.62 |             0.55 | amalgnameless #2                                  
 able         | Acute seasons thank alternative, early pages. Full variations can enter problems. Central stories shall give complete servants. Common ston                                                              |    8.95 |            7.38 |             5.97 | importobrand #2                                   
 able         | Additional members shall reform often large, mechanica                                                                                                                                                   |    4.95 |            4.00 |             3.10 | edu packedu pack #1                               
 able         | Additional members shall reform often large, mechanica                                                                                                                                                   |    3.61 |            0.65 |             3.10 | edu packscholar #2                                
 able         | Additional parents may go so practical nights. Rural eyes can transfer standard, difficult things. Active workers get just. Legal players shall write more than ahead low profits; agents avoid          |    3.01 |            2.20 |             0.85 | amalgexporti #2                                   
 able         | Additional remarks can see themes. Short, soft techniques interpret at once single implications. Doctors can tend wide accurately following subjects. Approaches ought to deliver almost other terms. Le |    4.25 |            6.31 |             2.44 | amalgamalg #1                                     
 able         | Additional, special customers help fans. Poorly planned systems may not happen most far final forests. Nations will get really particular times. Bon                                                     |    4.84 |            1.89 |             1.32 | exportischolar #2                                 
 able         | Additional, whole years might defraud reports. Words could not talk actuall                                                                                                                              |    4.71 |            5.88 |             1.76 | edu packamalg #2                                  
 able         | Additional words shall not run again badly flexible hands. Local                                                                                                                                         |    9.80 |            6.59 |             0.38 | exportiedu pack #2                                
 able         | Adequate, big holes must result fair origin                                                                                                                                                              |    4.02 |            0.66 |             1.02 | amalgexporti #2                                   
(100 rows)

Time: 25237,550 ms (00:25,238)
