Timing is on.
 d_week_seq1 | round | round | round | round | round | round | round 
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5115 |  1.03 |  1.00 |  0.96 |  1.06 |  0.97 |  1.05 |  1.04
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5116 |  1.06 |  1.07 |  0.91 |  1.19 |  1.04 |  0.91 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5117 |  0.98 |  0.92 |  1.16 |  0.95 |  1.00 |  1.01 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5118 |  1.11 |  1.06 |  1.03 |  0.99 |  1.06 |  1.13 |  1.06
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5119 |  1.01 |  0.88 |  1.08 |  1.02 |  0.98 |  0.93 |  0.99
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
        5120 |  0.96 |  0.99 |  0.98 |  0.98 |  0.99 |  0.98 |  1.04
