Timing is on.
     channel     | id  |     sales     |   returns   |    profit     
 web channel     |  55 |    3018054.00 |    58897.70 |    -351342.74
 web channel     |  56 |    2984470.42 |    56299.50 |    -235233.54
 web channel     |  58 |    2865113.25 |    41096.24 |    -376696.13
 web channel     |  61 |    3316907.05 |    62357.92 |    -168520.55
 web channel     |  62 |    2831116.13 |    57898.17 |    -269726.91
 web channel     |  64 |    3016570.12 |    41932.63 |    -314909.03
 web channel     |  67 |    2934391.31 |    40358.47 |    -369381.71
 web channel     |  68 |    2926066.93 |    30934.97 |    -333814.96
 web channel     |  70 |    2849163.45 |    30400.28 |    -448557.73
 web channel     |  73 |    2839716.24 |    53390.85 |    -300557.77
 web channel     |  74 |    2851628.48 |    41014.35 |    -360799.86
 web channel     |  76 |    3318524.04 |    29998.07 |    -176482.92
 web channel     |  79 |    2980947.66 |    64572.64 |    -267234.97
 web channel     |  80 |    3077301.78 |    46697.45 |    -217750.51
 web channel     |  82 |    2986283.20 |    35078.38 |    -308354.00
 web channel     |  85 |    2864623.45 |    28930.02 |    -236780.28
 web channel     |  86 |    3144611.59 |    36330.80 |    -386434.91
 web channel     |  88 |    3075402.62 |    21482.10 |    -383210.36
 web channel     |  91 |    2923472.95 |    79586.48 |    -387810.72
 web channel     |  92 |    3341338.16 |    51257.94 |    -163710.70
 web channel     |  94 |    3145230.21 |    36528.92 |    -276174.58
 web channel     |  97 |    3108637.11 |    38953.75 |    -326846.56
 web channel     |  98 |    3198237.15 |    50527.49 |    -252141.72
 web channel     | 100 |    2792634.56 |    47549.88 |    -505929.81
 web channel     | 103 |    2964481.24 |    23896.32 |    -221944.75
 web channel     | 104 |    2944435.45 |    41448.69 |    -329556.78
 web channel     | 106 |    3129902.13 |    71467.68 |    -397004.91
 web channel     |     |  161570508.45 |  2370792.78 |  -17614316.54
                 |     | 2903640506.52 | 62416135.21 | -478153177.31
(86 rows)

Time: 8809,620 ms (00:08,810)
