Timing is on.
 brand_id |                       brand                        | t_hour | t_minute | ext_price 
 10004004 | edu packunivamalg #4                               |      8 |       33 |   6522.00
  5001002 | amalgscholar #2                                    |     17 |       44 |   6519.69
 10004001 | edu packunivamalg #1                               |     17 |       23 |   6358.16
  5001001 | amalgscholar #1                                    |     18 |       53 |   6337.80
  5002001 | importoscholar #1                                  |      8 |       13 |   6214.78
  3002001 | importoexporti #1                                  |      8 |       11 |   6204.80
  5002001 | importoscholar #1                                  |     17 |       17 |   6194.95
  6009003 | maxicorp #3                                        |     19 |       43 |   6192.12
  6015006 | scholarbrand #6                                    |     17 |       19 |   6181.75
  7010009 | univnameless #9                                    |     18 |       42 |   6172.65
  4003001 | exportiedu pack #1                                 |      9 |       36 |   6163.60
  8011009 | amalgmaxi #9                                       |      9 |       18 |   6141.25
 10004001 | edu packunivamalg #1                               |     17 |       30 |   6107.36
  5003002 | exportischolar #2                                  |      7 |       17 |   6063.32
  4001001 | amalgedu pack #1                                   |     17 |       52 |   6038.08
  5001002 | amalgscholar #2                                    |     18 |        9 |   5938.64
  7004009 | edu packbrand #9                                   |     19 |       15 |   5910.56
  1004001 | edu packamalg #1                                   |     19 |        1 |   5910.33
  2001002 | amalgimporto #2                                    |     19 |       34 |   5784.00
  9014011 | edu packunivamalg #11                              |      6 |       49 |   5776.00
  6008007 | namelesscorp #7                                    |      7 |       55 |   5727.48
  3002001 | importoexporti #1                                  |     18 |       28 |   5711.44
  3003002 | exportiexporti #2                                  |     17 |       48 |   5603.86
  1002001 | importoamalg #1                                    |      9 |       54 |   5553.75
  8005005 | scholarnameless #5                                 |      9 |       49 |   5521.88
  6011005 | amalgbrand #5                                      |     18 |       44 |   5505.50
  7007004 | brandbrand #4                                      |     19 |       44 |   5499.55
  8014005 | edu packmaxi #5                                    |      9 |        1 |   5494.08
 10009015 | maxiunivamalg #15                                  |     19 |       30 |   5490.80
  7012010 | importonameless #10                                |      6 |       13 |   5487.44
  5003001 | exportischolar #1                                  |      8 |       17 |   5443.68
  2001002 | amalgimporto #2                                    |     17 |       11 |   5424.10
  8005008 | scholarnameless #8                                 |      9 |       10 |   5406.26
  3003001 | exportiexporti #1                                  |     17 |       34 |   5373.87
 10012017 | importoamalgamalg #17                              |     18 |       30 |   5362.83
 10009015 | maxiunivamalg #15                                  |     18 |       32 |   5293.30
  5004002 | edu packscholar #2                                 |      9 |       57 |   5292.63
  2002001 | importoimporto #1                                  |     17 |       45 |   5234.12
  4004002 | edu packedu pack #2                                |     18 |        0 |   5229.86
  5003001 | exportischolar #1                                  |     17 |        4 |   5225.22
  4003001 | exportiedu pack #1                                 |     17 |       42 |   5218.99
  2002001 | importoimporto #1                                  |     19 |       57 |   5213.40
  1004001 | edu packamalg #1                                   |     17 |       26 |   5197.60
  3002001 | importoexporti #1                                  |     18 |       38 |   5173.08
  9015009 | scholarunivamalg #9                                |     17 |       34 |   5152.80
  6011001 | amalgbrand #1                                      |     19 |       16 |   5149.76
  1004002 | edu packamalg #2                                   |     18 |       42 |   5101.20
  4001002 | amalgedu pack #2                                   |      9 |       36 |   5096.00
 10012017 | importoamalgamalg #17                              |      8 |       34 |   5077.93
  3002001 | importoexporti #1                                  |      8 |       57 |   5063.52
  7016001 | corpnameless #1                                    |      9 |       38 |   5012.51
  3002001 | importoexporti #1                                  |      8 |       14 |   4999.36
  1004001 | edu packamalg #1                                   |     18 |        1 |   4977.24
  5003002 | exportischolar #2                                  |     19 |       49 |   4973.15
  5003002 | exportischolar #2                                  |     19 |       28 |   4971.12
  2004001 | edu packimporto #1                                 |     19 |        0 |   4922.05
  3003001 | exportiexporti #1                                  |      8 |       25 |   4904.52
  2001002 | amalgimporto #2                                    |     17 |       12 |   4872.24
  9008005 | namelessmaxi #5                                    |      9 |       52 |   4865.52
  7009010 | maxibrand #10                                      |     18 |       34 |   4842.18
  2004001 | edu packimporto #1                                 |     17 |       21 |   4809.96
  2002001 | importoimporto #1                                  |     17 |       33 |   4808.47
  5002002 | importoscholar #2                                  |      9 |       32 |   4802.67
  8013009 | exportimaxi #9                                     |     17 |       31 |   4785.72
  4004001 | edu packedu pack #1                                |      9 |        3 |   4776.32
  5001001 | amalgscholar #1                                    |      9 |       22 |   4767.65
  5002001 | importoscholar #1                                  |     19 |        7 |   4739.85
  4004001 | edu packedu pack #1                                |      9 |       41 |   4736.00
  3001001 | amalgexporti #1                                    |      9 |       47 |   4727.50
  4003001 | exportiedu pack #1                                 |      9 |       19 |   4726.00
  5001001 | amalgscholar #1                                    |      9 |       16 |   4689.45
  1002002 | importoamalg #2                                    |     19 |       12 |   4641.12
  8014005 | edu packmaxi #5                                    |     17 |        1 |   4619.91
  1003002 | exportiamalg #2                                    |     19 |       48 |   4501.25
 10013013 | exportiamalgamalg #13                              |     17 |       54 |   4436.88
  1002002 | importoamalg #2                                    |     17 |       23 |   4415.65
  7012010 | importonameless #10                                |     17 |       28 |   4411.04
  1001001 | amalgamalg #1                                      |      9 |        2 |   4403.00
  5001001 | amalgscholar #1                                    |     18 |       51 |   4398.17
  4004001 | edu packedu pack #1                                |     18 |       47 |   4375.62
  3004001 | edu packexporti #1                                 |     18 |       54 |   4366.08
  5001002 | amalgscholar #2                                    |     17 |       10 |   4352.40
  9012003 | importounivamalg #3                                |      9 |        2 |   4348.85
  9015009 | scholarunivamalg #9                                |      8 |        4 |   4326.40
  1004002 | edu packamalg #2                                   |     17 |        7 |   4321.62
  1003002 | exportiamalg #2                                    |      8 |       23 |   4317.75
  2002001 | importoimporto #1                                  |     17 |       51 |   4308.46
  1004001 | edu packamalg #1                                   |     18 |        6 |   4295.70
  6002005 | importocorp #5                                     |      9 |       41 |   4249.26
  7010004 | univnameless #4                                    |      7 |       58 |   4248.86
  2002001 | importoimporto #1                                  |     19 |       38 |   4246.90
  5002001 | importoscholar #1                                  |     17 |        4 |   4222.89
  9015009 | scholarunivamalg #9                                |      8 |        5 |   4213.41
  1002002 | importoamalg #2                                    |      8 |       45 |   4189.01
  8013009 | exportimaxi #9                                     |      8 |       34 |   4162.32
  9012005 | importounivamalg #5                                |      8 |       41 |   4161.30
 10012017 | importoamalgamalg #17                              |     17 |       47 |   4161.30
  8005005 | scholarnameless #5                                 |      7 |       58 |   4147.56
  1003001 | exportiamalg #1                                    |      9 |       27 |   4118.10
  7007004 | brandbrand #4                                      |      9 |       43 |   4111.71
  1002001 | importoamalg #1                                    |     17 |       37 |   4108.50
  2001002 | amalgimporto #2                                    |     18 |       47 |   4100.31
  2001002 | amalgimporto #2                                    |      9 |       30 |   4095.90
  5003001 | exportischolar #1                                  |     18 |       46 |   4092.66
  2002001 | importoimporto #1                                  |      9 |       44 |   4084.83
 10013015 | exportiamalgamalg #15                              |      9 |       11 |   4064.32
  5003002 | exportischolar #2                                  |     17 |       31 |   4062.30
  9012008 | importounivamalg #8                                |     19 |       24 |   4052.80
  5003001 | exportischolar #1                                  |      9 |       22 |   4024.86
  2003002 | exportiimporto #2                                  |      9 |       46 |   4021.42
  6011005 | amalgbrand #5                                      |     19 |       42 |   3949.56
  3002001 | importoexporti #1                                  |      9 |       57 |   3948.00
  9013009 | exportiunivamalg #9                                |      8 |       49 |   3925.27
  3001001 | amalgexporti #1                                    |      8 |       10 |   3907.86
  8005005 | scholarnameless #5                                 |     17 |       31 |   3893.14
  3001001 | amalgexporti #1                                    |     18 |       49 |   3875.82
  2001002 | amalgimporto #2                                    |     18 |       16 |   3856.50
  7004007 | edu packbrand #7                                   |     19 |       14 |   3843.66
  5003001 | exportischolar #1                                  |      9 |       45 |   3831.30
  5001002 | amalgscholar #2                                    |      8 |       46 |   3797.84
 10002012 | importounivamalg #12                               |      9 |       30 |   3786.27
  1004001 | edu packamalg #1                                   |     17 |       53 |   3784.94
  1003002 | exportiamalg #2                                    |      7 |       32 |   3737.76
  9014011 | edu packunivamalg #11                              |      8 |       54 |   3715.60
  7014001 | edu packnameless #1                                |     17 |       45 |   3687.84
 10012011 | importoamalgamalg #11                              |      9 |       17 |   3683.15
  4004001 | edu packedu pack #1                                |      7 |       22 |   3680.00
  1002002 | importoamalg #2                                    |     19 |       52 |   3610.32
 10015004 | scholaramalgamalg #4                               |      6 |       13 |   3605.28
  1002001 | importoamalg #1                                    |     17 |       38 |   3577.20
  5002001 | importoscholar #1                                  |      8 |        7 |   3573.20
  7010003 | univnameless #3                                    |     19 |       49 |   3569.91
  1002002 | importoamalg #2                                    |      8 |       25 |   3565.35
  3002002 | importoexporti #2                                  |     18 |       25 |   3525.84
  1002001 | importoamalg #1                                    |     19 |       24 |   3511.68
  5001001 | amalgscholar #1                                    |     19 |       18 |   3505.26
  8004003 | edu packnameless #3                                |     18 |       38 |   3502.62
  4001001 | amalgedu pack #1                                   |     18 |       44 |   3478.28
  5003001 | exportischolar #1                                  |     19 |       30 |   3475.29
  1001001 | amalgamalg #1                                      |     19 |       32 |   3470.00
  8016004 | corpmaxi #4                                        |      8 |       40 |   3445.52
  7016001 | corpnameless #1                                    |     17 |       49 |   3433.82
  6003008 | exporticorp #8                                     |     17 |       12 |   3425.51
  7016001 | corpnameless #1                                    |     18 |       35 |   3421.60
  5003002 | exportischolar #2                                  |     18 |        4 |   3411.76
  4002001 | importoedu pack #1                                 |     17 |       15 |   3401.24
  1004002 | edu packamalg #2                                   |     19 |       12 |   3391.08
  4002001 | importoedu pack #1                                 |     17 |       18 |   3344.92
 10013015 | exportiamalgamalg #15                              |     19 |       34 |   3335.26
  6012008 | importobrand #8                                    |      9 |        6 |   3334.00
  2001002 | amalgimporto #2                                    |     19 |       43 |   3315.83
  3002001 | importoexporti #1                                  |      8 |       13 |   3291.30
  8013009 | exportimaxi #9                                     |     17 |       11 |   3255.31
  8004009 | edu packnameless #9                                |      7 |        5 |   3250.00
  6012005 | importobrand #5                                    |     18 |       11 |   3246.87
  8013007 | exportimaxi #7                                     |      9 |       33 |   3244.62
  6002005 | importocorp #5                                     |     17 |       18 |   3232.32
  5001001 | amalgscholar #1                                    |     19 |       28 |   3224.69
  9014011 | edu packunivamalg #11                              |     17 |       27 |   3221.84
  5003002 | exportischolar #2                                  |     17 |       58 |   3187.11
  1003001 | exportiamalg #1                                    |     19 |       29 |   3176.76
  7010003 | univnameless #3                                    |     18 |       42 |   3175.20
  6012008 | importobrand #8                                    |      9 |       26 |   3159.78
 10002012 | importounivamalg #12                               |     17 |       35 |   3134.90
  3003001 | exportiexporti #1                                  |      7 |       23 |   3107.25
  3004001 | edu packexporti #1                                 |     17 |        3 |   3090.00
 10013013 | exportiamalgamalg #13                              |      6 |        8 |   3089.04
  1003002 | exportiamalg #2                                    |      9 |       24 |   3088.94
  9014011 | edu packunivamalg #11                              |      6 |        1 |   3080.13
  1003001 | exportiamalg #1                                    |      7 |       47 |   3067.28
  1002001 | importoamalg #1                                    |     18 |       11 |   3066.69
  5003002 | exportischolar #2                                  |     19 |        1 |   3055.20
 10012017 | importoamalgamalg #17                              |     19 |       23 |   3051.72
 10003004 | exportiunivamalg #4                                |     17 |       37 |   3045.90
  3001001 | amalgexporti #1                                    |     18 |       41 |   3042.90
  5002002 | importoscholar #2                                  |      9 |       16 |   3034.80
  4001001 | amalgedu pack #1                                   |     17 |       33 |   3030.64
  9012003 | importounivamalg #3                                |     18 |       42 |   3030.02
  6003008 | exporticorp #8                                     |     18 |       38 |   3020.58
  1002002 | importoamalg #2                                    |     17 |       29 |   3020.29
  6008002 | namelesscorp #2                                    |      6 |       16 |   3017.28
  9016003 | corpunivamalg #3                                   |      9 |        5 |   3014.73
 10012004 | importoamalgamalg #4                               |      8 |       33 |   3013.44
  1002001 | importoamalg #1                                    |     17 |        2 |   3010.59
  1003001 | exportiamalg #1                                    |     17 |       20 |   2997.72
  7016001 | corpnameless #1                                    |     18 |       12 |   2984.40
  5001002 | amalgscholar #2                                    |     19 |       14 |   2964.75
  5003002 | exportischolar #2                                  |      7 |       34 |   2954.40
  9015009 | scholarunivamalg #9                                |      8 |       49 |   2944.33
  7010003 | univnameless #3                                    |     18 |        8 |   2937.21
  6007003 | brandcorp #3                                       |     19 |       13 |   2936.45
  3004001 | edu packexporti #1                                 |      7 |        0 |   2922.20
  6002005 | importocorp #5                                     |     18 |        6 |   2917.47
  6002005 | importocorp #5                                     |     19 |        7 |   2908.20
  5003001 | exportischolar #1                                  |     19 |        1 |   2903.94
  6008002 | namelesscorp #2                                    |     18 |       51 |   2886.00
  1003001 | exportiamalg #1                                    |      8 |       13 |   2877.11
 10009015 | maxiunivamalg #15                                  |     18 |       10 |   2871.78
  2001002 | amalgimporto #2                                    |      6 |       25 |   2867.56
  9015011 | scholarunivamalg #11                               |      9 |        2 |   2862.08
 10010013 | univamalgamalg #13                                 |      7 |        3 |   2858.90
  1001001 | amalgamalg #1                                      |     19 |       34 |   2853.52
  3004001 | edu packexporti #1                                 |     19 |       50 |   2848.52
  5003001 | exportischolar #1                                  |     17 |       32 |   2846.74
  9015011 | scholarunivamalg #11                               |     19 |        9 |   2834.65
  7010009 | univnameless #9                                    |      6 |       17 |   2833.28
  8014005 | edu packmaxi #5                                    |     17 |       13 |   2815.68
  2001001 | amalgimporto #1                                    |     17 |        9 |   2795.86
  2001002 | amalgimporto #2                                    |      9 |       42 |   2780.40
  3002002 | importoexporti #2                                  |     17 |       48 |   2761.72
 10012011 | importoamalgamalg #11                              |     18 |       12 |   2741.25
  6011001 | amalgbrand #1                                      |      9 |       53 |   2719.85
  1003001 | exportiamalg #1                                    |      7 |        6 |   2718.08
 10013015 | exportiamalgamalg #15                              |      8 |       29 |   2707.88
  6005001 | scholarcorp #1                                     |     18 |       14 |   2701.81
  1004002 | edu packamalg #2                                   |     17 |        4 |   2668.32
  3004001 | edu packexporti #1                                 |      8 |       30 |   2656.70
  7015007 | scholarnameless #7                                 |      9 |       48 |   2655.80
  4004001 | edu packedu pack #1                                |      9 |       42 |   2652.27
 10013015 | exportiamalgamalg #15                              |      6 |       36 |   2624.44
  5003002 | exportischolar #2                                  |     17 |       39 |   2610.00
  5001002 | amalgscholar #2                                    |     19 |       35 |   2608.76
  6016003 | corpbrand #3                                       |      6 |        6 |   2599.74
  5001002 | amalgscholar #2                                    |      9 |       48 |   2589.90
  3003001 | exportiexporti #1                                  |      9 |        2 |   2577.81
  4001001 | amalgedu pack #1                                   |     17 |       11 |   2560.36
  4001002 | amalgedu pack #2                                   |     18 |       20 |   2548.80
  8014005 | edu packmaxi #5                                    |      9 |       52 |   2541.69
  3001001 | amalgexporti #1                                    |     19 |       38 |   2534.61
  2001001 | amalgimporto #1                                    |      9 |       44 |   2526.66
  6009003 | maxicorp #3                                        |     19 |       40 |   2524.02
  7014001 | edu packnameless #1                                |      9 |        6 |   2520.80
  6016003 | corpbrand #3                                       |     17 |       14 |   2510.64
  7012003 | importonameless #3                                 |     18 |       47 |   2509.14
  5001001 | amalgscholar #1                                    |      8 |        8 |   2498.88
 10015013 | scholaramalgamalg #13                              |     17 |       42 |   2489.76
  2004001 | edu packimporto #1                                 |     19 |       18 |   2479.40
  8011009 | amalgmaxi #9                                       |     19 |        1 |   2464.80
  7016001 | corpnameless #1                                    |     19 |       36 |   2462.72
  5002001 | importoscholar #1                                  |     17 |       50 |   2460.12
  7016007 | corpnameless #7                                    |     19 |       47 |   2458.50
  7015007 | scholarnameless #7                                 |     18 |       18 |   2439.00
  3003001 | exportiexporti #1                                  |     19 |       28 |   2432.76
  2002001 | importoimporto #1                                  |     17 |       39 |   2418.12
  2003001 | exportiimporto #1                                  |     18 |       26 |   2417.68
  6010005 | univbrand #5                                       |     19 |       25 |   2402.58
  7010004 | univnameless #4                                    |     18 |       45 |   2397.78
  6002003 | importocorp #3                                     |     19 |       53 |   2387.16
  1002002 | importoamalg #2                                    |      8 |       37 |   2376.00
  1001002 | amalgamalg #2                                      |     17 |       53 |   2372.30
 10009015 | maxiunivamalg #15                                  |     19 |       49 |   2356.12
  5001002 | amalgscholar #2                                    |      8 |       37 |   2355.54
  5003001 | exportischolar #1                                  |      6 |        5 |   2345.28
  6008002 | namelesscorp #2                                    |     17 |       58 |   2340.90
  3001001 | amalgexporti #1                                    |     17 |       58 |   2340.60
  7010009 | univnameless #9                                    |     17 |        0 |   2332.89
  9015011 | scholarunivamalg #11                               |      9 |       53 |   2317.24
  2004001 | edu packimporto #1                                 |     18 |       22 |   2314.26
 10012004 | importoamalgamalg #4                               |     19 |       38 |   2305.84
  6011008 | amalgbrand #8                                      |      9 |       26 |   2300.20
  1003002 | exportiamalg #2                                    |     17 |        4 |   2273.28
  6006007 | corpcorp #7                                        |      8 |       49 |   2268.70
  9013009 | exportiunivamalg #9                                |     18 |       13 |   2260.00
  2001002 | amalgimporto #2                                    |     18 |       55 |   2253.12
  1004001 | edu packamalg #1                                   |     19 |       37 |   2232.00
  1001002 | amalgamalg #2                                      |     19 |       44 |   2231.38
  1001002 | amalgamalg #2                                      |      9 |       34 |   2213.95
  3003002 | exportiexporti #2                                  |     19 |        0 |   2212.47
  3001001 | amalgexporti #1                                    |     17 |       19 |   2209.92
  3003002 | exportiexporti #2                                  |     19 |       55 |   2208.53
  6006007 | corpcorp #7                                        |      8 |        8 |   2185.92
  4001001 | amalgedu pack #1                                   |      9 |       31 |   2185.22
  1004002 | edu packamalg #2                                   |      7 |       32 |   2181.74
  5003001 | exportischolar #1                                  |     19 |       14 |   2179.40
  9008005 | namelessmaxi #5                                    |     18 |       46 |   2179.32
 10012017 | importoamalgamalg #17                              |     19 |       31 |   2177.50
  7012003 | importonameless #3                                 |     19 |       17 |   2174.73
  4004001 | edu packedu pack #1                                |      6 |       43 |   2174.51
  4004001 | edu packedu pack #1                                |     17 |       54 |   2157.03
 10009015 | maxiunivamalg #15                                  |     18 |       14 |   2152.11
  1002002 | importoamalg #2                                    |      9 |       12 |   2150.40
  2002001 | importoimporto #1                                  |     17 |        0 |   2132.84
  5002001 | importoscholar #1                                  |     17 |       53 |   2129.60
  5004002 | edu packscholar #2                                 |     18 |        5 |   2121.06
  3004001 | edu packexporti #1                                 |      9 |       53 |   2086.42
  2001002 | amalgimporto #2                                    |      9 |        6 |   2083.15
  3003001 | exportiexporti #1                                  |     19 |       46 |   2076.96
  3002002 | importoexporti #2                                  |      9 |        6 |   2075.56
  2002001 | importoimporto #1                                  |     19 |        6 |   2055.30
  1003001 | exportiamalg #1                                    |     19 |       21 |   2046.99
  5001001 | amalgscholar #1                                    |     19 |        9 |   2046.62
  3002001 | importoexporti #1                                  |      8 |       53 |   2034.60
  6005001 | scholarcorp #1                                     |     19 |       58 |   2033.10
  3002001 | importoexporti #1                                  |     19 |       45 |   2030.49
  3002001 | importoexporti #1                                  |      9 |       18 |   2025.60
  2002001 | importoimporto #1                                  |     19 |        8 |   2017.24
  2002001 | importoimporto #1                                  |      6 |       11 |   2012.60
 10002012 | importounivamalg #12                               |     17 |       51 |   1996.75
  6005001 | scholarcorp #1                                     |      9 |        8 |   1987.64
  3003001 | exportiexporti #1                                  |      7 |        4 |   1978.80
  3001001 | amalgexporti #1                                    |     19 |       50 |   1965.22
  3001001 | amalgexporti #1                                    |     17 |       49 |   1961.99
  1002001 | importoamalg #1                                    |      8 |       16 |   1954.92
  3001001 | amalgexporti #1                                    |     18 |       14 |   1948.35
  3003001 | exportiexporti #1                                  |     17 |       24 |   1947.00
  7012010 | importonameless #10                                |     17 |       17 |   1945.65
 10013013 | exportiamalgamalg #13                              |     17 |        9 |   1943.48
  6005001 | scholarcorp #1                                     |     17 |       54 |   1937.32
  5002001 | importoscholar #1                                  |      9 |        2 |   1913.96
  7015007 | scholarnameless #7                                 |     18 |       21 |   1910.37
  9016003 | corpunivamalg #3                                   |      8 |       34 |   1906.24
 10004004 | edu packunivamalg #4                               |     18 |        8 |   1905.48
 10012011 | importoamalgamalg #11                              |     19 |       41 |   1904.35
  6002003 | importocorp #3                                     |     19 |       12 |   1901.50
  7004009 | edu packbrand #9                                   |     19 |       11 |   1882.14
  3003001 | exportiexporti #1                                  |     18 |       36 |   1873.20
  5003001 | exportischolar #1                                  |     19 |        3 |   1860.59
 10012004 | importoamalgamalg #4                               |     17 |       51 |   1854.72
  6005001 | scholarcorp #1                                     |     19 |       26 |   1848.51
  5003002 | exportischolar #2                                  |     18 |       29 |   1835.52
  5003001 | exportischolar #1                                  |     19 |       35 |   1828.17
  7009010 | maxibrand #10                                      |      8 |        6 |   1821.33
  2004001 | edu packimporto #1                                 |      9 |       24 |   1809.79
  9015009 | scholarunivamalg #9                                |     19 |       53 |   1807.68
  5003001 | exportischolar #1                                  |     17 |       35 |   1788.00
  9016003 | corpunivamalg #3                                   |     18 |       18 |   1772.96
  5003002 | exportischolar #2                                  |     18 |       30 |   1771.44
 10012004 | importoamalgamalg #4                               |     17 |       59 |   1759.72
  2004001 | edu packimporto #1                                 |      9 |       40 |   1758.72
  7009010 | maxibrand #10                                      |     17 |       15 |   1751.94
  5003002 | exportischolar #2                                  |     17 |       10 |   1747.90
 10003004 | exportiunivamalg #4                                |     17 |       12 |   1745.53
  5001001 | amalgscholar #1                                    |     17 |       22 |   1743.72
 10009015 | maxiunivamalg #15                                  |      9 |       15 |   1741.46
  1002002 | importoamalg #2                                    |     17 |       26 |   1734.00
  3002001 | importoexporti #1                                  |     17 |       15 |   1723.20
  5004001 | edu packscholar #1                                 |     19 |        1 |   1722.70
  8004003 | edu packnameless #3                                |     17 |        8 |   1719.00
  5004002 | edu packscholar #2                                 |     18 |       14 |   1716.45
