Timing is on.
 ca_state | cd_gender | cd_marital_status | cd_dep_count | cnt1 | max | sum | max | cd_dep_employed_count | cnt2 | max | sum | max | cd_dep_college_count | cnt3 | max | sum | max 
 AL       | F         | M                 |            4 |    1 |   4 |   4 |   4 |                     1 |    1 |   1 |   1 |   1 |                    0 |    1 |   0 |   0 |   0
 AL       | F         | M                 |            4 |    1 |   4 |   4 |   4 |                     3 |    1 |   3 |   3 |   3 |                    2 |    1 |   2 |   2 |   2
 AL       | F         | M                 |            4 |    1 |   4 |   4 |   4 |                     4 |    1 |   4 |   4 |   4 |                    5 |    1 |   5 |   5 |   5
 AL       | F         | M                 |            5 |    1 |   5 |   5 |   5 |                     4 |    1 |   4 |   4 |   4 |                    0 |    1 |   0 |   0 |   0
 AL       | F         | M                 |            5 |    1 |   5 |   5 |   5 |                     4 |    1 |   4 |   4 |   4 |                    5 |    1 |   5 |   5 |   5
 AL       | F         | M                 |            5 |    1 |   5 |   5 |   5 |                     4 |    1 |   4 |   4 |   4 |                    6 |    1 |   6 |   6 |   6
 AL       | F         | M                 |            6 |    1 |   6 |   6 |   6 |                     1 |    1 |   1 |   1 |   1 |                    3 |    1 |   3 |   3 |   3
 AL       | F         | M                 |            6 |    1 |   6 |   6 |   6 |                     4 |    1 |   4 |   4 |   4 |                    4 |    1 |   4 |   4 |   4
 AL       | F         | M                 |            6 |    1 |   6 |   6 |   6 |                     4 |    1 |   4 |   4 |   4 |                    5 |    1 |   5 |   5 |   5
 AL       | F         | M                 |            6 |    1 |   6 |   6 |   6 |                     5 |    1 |   5 |   5 |   5 |                    4 |    1 |   4 |   4 |   4
 AL       | F         | S                 |            3 |    1 |   3 |   3 |   3 |                     2 |    1 |   2 |   2 |   2 |                    0 |    1 |   0 |   0 |   0
 AL       | F         | S                 |            3 |    1 |   3 |   3 |   3 |                     2 |    1 |   2 |   2 |   2 |                    6 |    1 |   6 |   6 |   6
 AL       | F         | S                 |            4 |    1 |   4 |   4 |   4 |                     1 |    1 |   1 |   1 |   1 |                    6 |    1 |   6 |   6 |   6
 AL       | F         | S                 |            5 |    1 |   5 |   5 |   5 |                     6 |    1 |   6 |   6 |   6 |                    3 |    1 |   3 |   3 |   3
 AL       | F         | U                 |            0 |    1 |   0 |   0 |   0 |                     2 |    1 |   2 |   2 |   2 |                    0 |    1 |   0 |   0 |   0
 AL       | F         | U                 |            1 |    1 |   1 |   1 |   1 |                     1 |    1 |   1 |   1 |   1 |                    2 |    1 |   2 |   2 |   2
 AL       | F         | U                 |            2 |    1 |   2 |   2 |   2 |                     3 |    1 |   3 |   3 |   3 |                    4 |    1 |   4 |   4 |   4
 AL       | F         | U                 |            2 |    1 |   2 |   2 |   2 |                     4 |    1 |   4 |   4 |   4 |                    0 |    1 |   0 |   0 |   0
 AL       | F         | U                 |            3 |    1 |   3 |   3 |   3 |                     6 |    1 |   6 |   6 |   6 |                    2 |    1 |   2 |   2 |   2
 AL       | F         | U                 |            3 |    1 |   3 |   3 |   3 |                     6 |    1 |   6 |   6 |   6 |                    6 |    1 |   6 |   6 |   6
 AL       | F         | U                 |            4 |    1 |   4 |   4 |   4 |                     0 |    1 |   0 |   0 |   0 |                    4 |    1 |   4 |   4 |   4
 AL       | F         | U                 |            4 |    1 |   4 |   4 |   4 |                     0 |    1 |   0 |   0 |   0 |                    5 |    1 |   5 |   5 |   5
 AL       | F         | U                 |            5 |    1 |   5 |   5 |   5 |                     3 |    1 |   3 |   3 |   3 |                    4 |    1 |   4 |   4 |   4
 AL       | F         | U                 |            6 |    1 |   6 |   6 |   6 |                     3 |    1 |   3 |   3 |   3 |                    1 |    1 |   1 |   1 |   1
 AL       | F         | U                 |            6 |    1 |   6 |   6 |   6 |                     3 |    1 |   3 |   3 |   3 |                    2 |    1 |   2 |   2 |   2
 AL       | F         | W                 |            1 |    1 |   1 |   1 |   1 |                     3 |    1 |   3 |   3 |   3 |                    2 |    1 |   2 |   2 |   2
 AL       | F         | W                 |            1 |    1 |   1 |   1 |   1 |                     4 |    1 |   4 |   4 |   4 |                    5 |    1 |   5 |   5 |   5
 AL       | F         | W                 |            1 |    1 |   1 |   1 |   1 |                     5 |    1 |   5 |   5 |   5 |                    5 |    1 |   5 |   5 |   5
 AL       | F         | W                 |            1 |    1 |   1 |   1 |   1 |                     6 |    1 |   6 |   6 |   6 |                    4 |    1 |   4 |   4 |   4
 AL       | F         | W                 |            2 |    1 |   2 |   2 |   2 |                     1 |    1 |   1 |   1 |   1 |                    0 |    1 |   0 |   0 |   0
 AL       | F         | W                 |            3 |    1 |   3 |   3 |   3 |                     5 |    1 |   5 |   5 |   5 |                    4 |    1 |   4 |   4 |   4
 AL       | M         | D                 |            0 |    1 |   0 |   0 |   0 |                     2 |    1 |   2 |   2 |   2 |                    1 |    1 |   1 |   1 |   1
 AL       | M         | D                 |            0 |    1 |   0 |   0 |   0 |                     2 |    1 |   2 |   2 |   2 |                    4 |    1 |   4 |   4 |   4
 AL       | M         | D                 |            3 |    1 |   3 |   3 |   3 |                     0 |    1 |   0 |   0 |   0 |                    3 |    1 |   3 |   3 |   3
 AL       | M         | D                 |            3 |    1 |   3 |   3 |   3 |                     2 |    1 |   2 |   2 |   2 |                    6 |    1 |   6 |   6 |   6
 AL       | M         | D                 |            4 |    1 |   4 |   4 |   4 |                     3 |    1 |   3 |   3 |   3 |                    6 |    1 |   6 |   6 |   6
 AL       | M         | D                 |            4 |    1 |   4 |   4 |   4 |                     6 |    1 |   6 |   6 |   6 |                    0 |    1 |   0 |   0 |   0
 AL       | M         | D                 |            4 |    1 |   4 |   4 |   4 |                     6 |    1 |   6 |   6 |   6 |                    2 |    1 |   2 |   2 |   2
 AL       | M         | D                 |            5 |    1 |   5 |   5 |   5 |                     1 |    1 |   1 |   1 |   1 |                    5 |    1 |   5 |   5 |   5
 AL       | M         | D                 |            6 |    1 |   6 |   6 |   6 |                     0 |    1 |   0 |   0 |   0 |                    1 |    1 |   1 |   1 |   1
 AL       | M         | D                 |            6 |    1 |   6 |   6 |   6 |                     2 |    1 |   2 |   2 |   2 |                    3 |    1 |   3 |   3 |   3
 AL       | M         | D                 |            6 |    1 |   6 |   6 |   6 |                     5 |    1 |   5 |   5 |   5 |                    4 |    1 |   4 |   4 |   4
 AL       | M         | M                 |            0 |    1 |   0 |   0 |   0 |                     4 |    1 |   4 |   4 |   4 |                    2 |    1 |   2 |   2 |   2
 AL       | M         | M                 |            0 |    1 |   0 |   0 |   0 |                     5 |    1 |   5 |   5 |   5 |                    6 |    1 |   6 |   6 |   6
 AL       | M         | M                 |            0 |    1 |   0 |   0 |   0 |                     6 |    1 |   6 |   6 |   6 |                    0 |    1 |   0 |   0 |   0
 AL       | M         | M                 |            1 |    1 |   1 |   1 |   1 |                     3 |    1 |   3 |   3 |   3 |                    3 |    1 |   3 |   3 |   3
 AL       | M         | M                 |            1 |    1 |   1 |   1 |   1 |                     6 |    1 |   6 |   6 |   6 |                    3 |    1 |   3 |   3 |   3
 AL       | M         | M                 |            2 |    1 |   2 |   2 |   2 |                     1 |    1 |   1 |   1 |   1 |                    1 |    1 |   1 |   1 |   1
 AL       | M         | M                 |            2 |    1 |   2 |   2 |   2 |                     3 |    1 |   3 |   3 |   3 |                    6 |    1 |   6 |   6 |   6
 AL       | M         | M                 |            2 |    1 |   2 |   2 |   2 |                     5 |    1 |   5 |   5 |   5 |                    6 |    1 |   6 |   6 |   6
 AL       | M         | M                 |            3 |    1 |   3 |   3 |   3 |                     1 |    1 |   1 |   1 |   1 |                    0 |    1 |   0 |   0 |   0
 AL       | M         | M                 |            3 |    1 |   3 |   3 |   3 |                     4 |    1 |   4 |   4 |   4 |                    6 |    1 |   6 |   6 |   6
(100 rows)

Time: 1480,388 ms (00:01,480)
