Timing is on.
     channel     |              id              |   sales   | returns  |   profit   
 catalog channel | catalog_pageAAAAAAAABHABAAAA | 379521.23 |   430.40 |  -23844.44
 catalog channel | catalog_pageAAAAAAAABHCBAAAA | 355866.50 |     0.00 |  -52979.55
 catalog channel | catalog_pageAAAAAAAABHMAAAAA |      0.00 |    40.32 |    -182.72
 catalog channel | catalog_pageAAAAAAAABHPAAAAA |      0.00 | 28840.72 |  -14875.19
 catalog channel | catalog_pageAAAAAAAABIBBAAAA |      0.00 |  1158.14 |    -984.97
 catalog channel | catalog_pageAAAAAAAABICBAAAA | 408349.68 |     0.00 |  -78481.11
 catalog channel | catalog_pageAAAAAAAABIMAAAAA |      0.00 |   194.80 |    -149.51
 catalog channel | catalog_pageAAAAAAAABIPAAAAA |      0.00 |  8568.57 |   -6541.64
 catalog channel | catalog_pageAAAAAAAABJABAAAA |      0.00 |   242.21 |    -265.79
 catalog channel | catalog_pageAAAAAAAABJBBAAAA |      0.00 |   755.91 |   -1804.93
 catalog channel | catalog_pageAAAAAAAABJPAAAAA |      0.00 | 19303.95 |   -9960.13
 catalog channel | catalog_pageAAAAAAAABKABAAAA |      0.00 |  1670.75 |   -2149.54
 catalog channel | catalog_pageAAAAAAAABKMAAAAA |      0.00 |   305.11 |     -49.45
 catalog channel | catalog_pageAAAAAAAABKPAAAAA | 776359.72 |  9199.71 |  -18288.23
 catalog channel | catalog_pageAAAAAAAABLABAAAA |      0.00 |   837.15 |    -312.31
 catalog channel | catalog_pageAAAAAAAABLBBAAAA |      0.00 |   489.92 |    -596.97
 catalog channel | catalog_pageAAAAAAAABLPAAAAA | 733225.10 |  6570.74 | -140800.83
 catalog channel | catalog_pageAAAAAAAABMABAAAA |      0.00 |   515.79 |    -329.56
 catalog channel | catalog_pageAAAAAAAABMBBAAAA |      0.00 |  1116.09 |    -526.08
 catalog channel | catalog_pageAAAAAAAABMPAAAAA | 751143.65 |  1908.82 |  -66099.60
 catalog channel | catalog_pageAAAAAAAABNPAAAAA | 689702.89 |  5448.53 |  -44794.13
(100 rows)

Time: 14017,758 ms (00:14,018)
