Timing is on.
 d_year | brand_id |                       brand                        | ext_price 
   2002 |  2003001 | edu packamalg #1                                   |  48330.25
   2002 |  8004007 | edu packnameless #7                                |  48259.79
   2002 |  4004002 | edu packexporti #1                                 |  48238.43
   2002 |  7002008 | importobrand #8                                    |  47944.04
   2002 |  8008008 | amalgimporto #1                                    |  47848.74
   2002 | 10013013 | exportiamalgamalg #13                              |  47735.45
   2002 |  6014004 | edu packbrand #4                                   |  46641.23
   2002 | 10012004 | importoamalgamalg #4                               |  46111.90
   2002 |  6008002 | namelesscorp #2                                    |  45965.32
   2002 | 10016013 | corpamalgamalg #13                                 |  45951.99
   2002 |  3002002 | edu packimporto #1                                 |  45248.42
   2002 |  7010008 | univnameless #8                                    |  45195.48
   2002 |  3002001 | importoexporti #1                                  |  44976.08
   2002 |  5004001 | amalgamalg #2                                      |  44794.15
   2002 |  7004010 | edu packbrand #10                                  |  44711.76
   2002 |  6012002 | importobrand #2                                    |  44555.15
   2002 | 10010001 | importoimporto #2                                  |  44314.18
   2002 |  6001004 | amalgcorp #4                                       |  43294.22
   2002 | 10005003 | amalgscholar #2                                    |  43253.76
   2002 |  9012008 | importounivamalg #8                                |  43087.66
   2002 |  1002001 | exportiunivamalg #10                               |  42949.11
   2002 | 10010004 | univamalgamalg #4                                  |  42790.84
   2002 |  3001001 | amalgcorp #6                                       |  42309.37
   2002 |  7007003 | amalgedu pack #2                                   |  41394.82
   2002 | 10015012 | scholaramalgamalg #12                              |  41160.06
   2002 |  7010003 | univnameless #3                                    |  41158.55
   2002 |  9016011 | edu packedu pack #1                                |  41119.03
   2002 |  7015002 | scholarnameless #2                                 |  41048.88
   2002 |  8007003 | brandnameless #3                                   |  40942.38
   2002 | 10006007 | corpnameless #5                                    |  40582.24
   2002 |  4001001 | amalgedu pack #1                                   |  40248.62
   2002 |  8004005 | edu packnameless #5                                |  40044.67
   2002 |  2002001 | amalgscholar #2                                    |  39880.45
   2002 |  5001001 | edu packedu pack #1                                |  39637.03
   2002 |  8009007 | importonameless #9                                 |  39579.06
   2002 |  2002001 | edu packbrand #2                                   |  39529.06
   2002 |  6002005 | exportibrand #7                                    |  39467.16
(100 rows)

Time: 1027,050 ms (00:01,027)
