Timing is on.
 brand_id |                       brand                        | t_hour | t_minute | ext_price 
  8012005 | importomaxi #5                                     |     19 |       58 |   9179.07
  3004001 | edu packexporti #1                                 |     19 |       12 |   9134.98
  9014008 | edu packunivamalg #8                               |     18 |       48 |   9134.00
  5001002 | amalgscholar #2                                    |     17 |       55 |   9133.22
  4002002 | importoedu pack #2                                 |     19 |       38 |   9125.25
  4002002 | importoedu pack #2                                 |     18 |        6 |   9118.17
  4004002 | edu packedu pack #2                                |     18 |       30 |   9070.60
  3001002 | amalgexporti #2                                    |     17 |       50 |   9064.90
  8013009 | exportimaxi #9                                     |     19 |       16 |   9055.20
  1003001 | exportiamalg #1                                    |     18 |       51 |   9030.36
  8016006 | corpmaxi #6                                        |      8 |       40 |   9026.99
  2002001 | importoimporto #1                                  |     17 |        2 |   8992.12
  3003002 | exportiexporti #2                                  |     19 |       10 |   8977.78
  5003001 | exportischolar #1                                  |     19 |       26 |   8940.93
 10015004 | scholaramalgamalg #4                               |      9 |       57 |   8937.60
  7014001 | edu packnameless #1                                |     17 |       43 |   8922.39
  4002002 | importoedu pack #2                                 |      9 |       50 |   8906.61
  1004001 | edu packamalg #1                                   |      7 |       26 |   8904.68
  7012003 | importonameless #3                                 |      8 |       47 |   8888.12
  5004001 | edu packscholar #1                                 |     17 |       32 |   8845.56
  3003001 | exportiexporti #1                                  |     17 |       26 |   8838.33
  8012006 | importomaxi #6                                     |      9 |       56 |   8834.86
  9007009 | brandmaxi #9                                       |      9 |       43 |   8825.86
  3002001 | importoexporti #1                                  |     17 |       17 |   8802.33
  4002002 | importoedu pack #2                                 |      6 |       44 |   8785.60
 10010013 | univamalgamalg #13                                 |     19 |       36 |   8780.85
  7002003 | importobrand #3                                    |      7 |        6 |   8767.44
  9011008 | amalgunivamalg #8                                  |     18 |        5 |   8736.75
  5003002 | exportischolar #2                                  |      9 |       18 |   8736.66
  2003001 | exportiimporto #1                                  |      9 |       11 |   8718.72
  9012005 | importounivamalg #5                                |     17 |       52 |   8681.12
  7011001 | amalgnameless #1                                   |     19 |       55 |   8676.92
  2001002 | amalgimporto #2                                    |     17 |       45 |   8671.00
  4003001 | exportiedu pack #1                                 |      9 |       55 |   8670.16
  6011003 | amalgbrand #3                                      |     19 |       31 |   8647.52
  6008007 | namelesscorp #7                                    |     19 |       46 |   8635.98
  4004002 | edu packedu pack #2                                |     17 |        8 |   8621.34
  7007005 | brandbrand #5                                      |      7 |       14 |   8605.80
  3003001 | exportiexporti #1                                  |     18 |       30 |   8602.71
 10009008 | maxiunivamalg #8                                   |     18 |       56 |   8599.05
  2003001 | exportiimporto #1                                  |     19 |       19 |   8597.16
  2003001 | exportiimporto #1                                  |      8 |       13 |   8596.51
  5001002 | amalgscholar #2                                    |     19 |       41 |   8582.66
  7016001 | corpnameless #1                                    |     18 |       40 |   8562.19
  6008002 | namelesscorp #2                                    |      9 |       36 |   8561.00
  2002001 | importoimporto #1                                  |     17 |       39 |   8546.48
  3002001 | importoexporti #1                                  |      9 |       24 |   8539.60
  5002001 | importoscholar #1                                  |      9 |        9 |   8536.41
  3002001 | importoexporti #1                                  |     19 |       56 |   8489.25
  2001002 | amalgimporto #2                                    |     17 |       32 |   8424.48
  3001001 | amalgexporti #1                                    |      8 |       52 |   8420.75
 10008015 | namelessunivamalg #15                              |      9 |       58 |   8410.98
  1001002 | amalgamalg #2                                      |     19 |       34 |   8409.06
  6006003 | corpcorp #3                                        |     19 |       44 |   8400.00
  3004002 | edu packexporti #2                                 |     19 |       18 |   8398.40
  5003002 | exportischolar #2                                  |     18 |       26 |   8374.73
 10009015 | maxiunivamalg #15                                  |     19 |       43 |   8368.22
  1001002 | amalgamalg #2                                      |     18 |       37 |   8366.80
  1002001 | importoamalg #1                                    |     19 |       35 |   8353.46
  5004001 | edu packscholar #1                                 |      9 |        1 |   8351.51
 10010006 | univamalgamalg #6                                  |     18 |       37 |   8332.80
  3001001 | amalgexporti #1                                    |      7 |       22 |   8308.17
  2004002 | edu packimporto #2                                 |     19 |       11 |   8301.12
  7008007 | namelessbrand #7                                   |     19 |        7 |   8297.28
  6001001 | amalgcorp #1                                       |      8 |       41 |   8291.75
  6008005 | namelesscorp #5                                    |      9 |       42 |   8272.88
  2001002 | amalgimporto #2                                    |      9 |       14 |   8267.05
  2004002 | edu packimporto #2                                 |     17 |       53 |   8248.53
  7014001 | edu packnameless #1                                |      9 |       14 |   8242.34
  9014011 | edu packunivamalg #11                              |      9 |       43 |   8234.00
  6002005 | importocorp #5                                     |     18 |        0 |   8231.43
  5001001 | amalgscholar #1                                    |      8 |       12 |   8230.55
  3002001 | importoexporti #1                                  |      9 |        5 |   8227.11
  1004001 | edu packamalg #1                                   |     19 |       21 |   8219.07
  9008002 | namelessmaxi #2                                    |      7 |       23 |   8172.10
 10001017 | amalgunivamalg #17                                 |     17 |       14 |   8170.32
  9006008 | corpmaxi #8                                        |     17 |       33 |   8151.03
  8004003 | edu packnameless #3                                |      9 |        9 |   8148.88
  6005001 | scholarcorp #1                                     |      6 |       34 |   8133.13
  1002001 | importoamalg #1                                    |      9 |       53 |   8126.14
  6015006 | scholarbrand #6                                    |     19 |       28 |   8121.87
  2002002 | importoimporto #2                                  |     17 |       27 |   8099.00
  9006008 | corpmaxi #8                                        |      7 |        5 |   8091.90
  8003010 | exportinameless #10                                |      8 |       45 |   8073.12
  9009009 | maximaxi #9                                        |      9 |       35 |   8062.38
  7002008 | importobrand #8                                    |     17 |       55 |   8054.46
  2003002 | exportiimporto #2                                  |     19 |       56 |   8007.12
  1001001 | amalgamalg #1                                      |      8 |       56 |   8003.16
  6011001 | amalgbrand #1                                      |     18 |       22 |   7999.40
  7009003 | maxibrand #3                                       |     17 |       10 |   7997.40
  5004001 | edu packscholar #1                                 |     18 |       43 |   7988.46
  6014004 | edu packbrand #4                                   |      8 |       23 |   7981.04
  9007003 | brandmaxi #3                                       |     19 |        4 |   7978.25
  8016006 | corpmaxi #6                                        |      9 |        5 |   7973.88
  6015005 | scholarbrand #5                                    |     18 |        0 |   7967.52
 10008015 | namelessunivamalg #15                              |     19 |       28 |   7939.89
  5001001 | amalgscholar #1                                    |     18 |        1 |   7928.56
  3003001 | exportiexporti #1                                  |     19 |       26 |   7915.95
  9007003 | brandmaxi #3                                       |     19 |       40 |   7911.14
  2001002 | amalgimporto #2                                    |     19 |       26 |   7902.84
  3003001 | exportiexporti #1                                  |      6 |       35 |   7895.25
 10013013 | exportiamalgamalg #13                              |     17 |       23 |   7884.75
  4003001 | exportiedu pack #1                                 |      9 |        6 |   7877.10
  5004001 | edu packscholar #1                                 |      9 |        8 |   7868.42
  1004001 | edu packamalg #1                                   |     18 |       39 |   7838.82
  1003002 | exportiamalg #2                                    |     18 |        4 |   7804.02
 10010013 | univamalgamalg #13                                 |     19 |       51 |   7799.51
 10003007 | exportiunivamalg #7                                |     19 |       45 |   7795.80
  7013001 | exportinameless #1                                 |     17 |       21 |   7790.64
  6012008 | importobrand #8                                    |     17 |        9 |   7789.60
  2001001 | amalgimporto #1                                    |     17 |       51 |   7789.32
  3002001 | importoexporti #1                                  |      9 |        8 |   7729.92
  4003001 | exportiedu pack #1                                 |     19 |       14 |   7726.22
  2001002 | amalgimporto #2                                    |     18 |       12 |   7724.46
  9010009 | univunivamalg #9                                   |     17 |       23 |   7708.46
  5001002 | amalgscholar #2                                    |     19 |       42 |   7690.67
  9008002 | namelessmaxi #2                                    |      7 |       14 |   7672.69
  5001001 | amalgscholar #1                                    |      9 |        1 |   7670.25
  2001001 | amalgimporto #1                                    |     19 |        8 |   7659.09
  2002001 | importoimporto #1                                  |     17 |       56 |   7654.08
  3003001 | exportiexporti #1                                  |     17 |       58 |   7645.03
  1001002 | amalgamalg #2                                      |      9 |       58 |   7635.29
 10016003 | corpamalgamalg #3                                  |     19 |        1 |   7635.04
  5003002 | exportischolar #2                                  |     19 |        5 |   7615.44
  6016003 | corpbrand #3                                       |     19 |       48 |   7595.52
  1002002 | importoamalg #2                                    |     17 |       33 |   7586.80
  3001002 | amalgexporti #2                                    |      8 |       16 |   7567.66
  8004003 | edu packnameless #3                                |     18 |       31 |   7565.76
  2002001 | importoimporto #1                                  |      7 |       52 |   7542.24
  2003001 | exportiimporto #1                                  |     19 |        7 |   7541.30
  6014002 | edu packbrand #2                                   |      8 |       24 |   7538.40
  2004001 | edu packimporto #1                                 |     18 |       54 |   7521.72
  4001001 | amalgedu pack #1                                   |      6 |       10 |   7487.16
  6009003 | maxicorp #3                                        |     19 |       46 |   7473.96
  4002001 | importoedu pack #1                                 |      9 |       57 |   7463.36
  1004001 | edu packamalg #1                                   |     19 |       44 |   7461.87
  8003009 | exportinameless #9                                 |     18 |       49 |   7454.00
 10012004 | importoamalgamalg #4                               |     17 |        7 |   7421.96
 10011009 | amalgamalgamalg #9                                 |     17 |        7 |   7403.00
  1004001 | edu packamalg #1                                   |      9 |       43 |   7385.28
  3001002 | amalgexporti #2                                    |     19 |       15 |   7384.61
  6008002 | namelesscorp #2                                    |     18 |       44 |   7362.50
  6005001 | scholarcorp #1                                     |     18 |       39 |   7361.20
  9008002 | namelessmaxi #2                                    |      8 |       43 |   7354.20
  5001001 | amalgscholar #1                                    |      9 |       32 |   7342.28
  4001001 | amalgedu pack #1                                   |     17 |       41 |   7324.82
  7004006 | edu packbrand #6                                   |      8 |       26 |   7323.67
  9009009 | maximaxi #9                                        |     17 |       29 |   7307.56
  9014002 | edu packunivamalg #2                               |      8 |       22 |   7298.36
  7002003 | importobrand #3                                    |     17 |       23 |   7290.60
  7009003 | maxibrand #3                                       |      9 |       54 |   7274.36
  5003002 | exportischolar #2                                  |     19 |        9 |   7261.20
  9012005 | importounivamalg #5                                |     19 |        2 |   7256.90
  9011008 | amalgunivamalg #8                                  |     19 |       22 |   7249.71
  4004002 | edu packedu pack #2                                |     17 |        7 |   7239.40
  9014002 | edu packunivamalg #2                               |     18 |       19 |   7227.36
  4003001 | exportiedu pack #1                                 |      9 |       37 |   7224.00
  3002001 | importoexporti #1                                  |     17 |       31 |   7216.20
  7015003 | scholarnameless #3                                 |      9 |       23 |   7198.53
  2002001 | importoimporto #1                                  |     17 |       47 |   7197.62
  7009005 | maxibrand #5                                       |     17 |       50 |   7186.75
  1004002 | edu packamalg #2                                   |     19 |       39 |   7176.96
  9010009 | univunivamalg #9                                   |     17 |       49 |   7163.95
  1003001 | exportiamalg #1                                    |      8 |       16 |   7152.82
  9007011 | brandmaxi #11                                      |      9 |       42 |   7123.20
  3003001 | exportiexporti #1                                  |      9 |       51 |   7116.74
  7016001 | corpnameless #1                                    |      8 |       52 |   7104.48
  3003002 | exportiexporti #2                                  |      8 |       15 |   7103.09
  7004007 | edu packbrand #7                                   |     19 |       32 |   7088.76
  4004001 | edu packedu pack #1                                |      7 |       16 |   7070.70
  5002002 | importoscholar #2                                  |     19 |       32 |   7056.63
  4001001 | amalgedu pack #1                                   |      9 |       14 |   7041.73
  5004002 | edu packscholar #2                                 |      8 |       46 |   7038.72
  4002001 | importoedu pack #1                                 |      8 |       16 |   7033.44
 10015012 | scholaramalgamalg #12                              |      9 |        8 |   7027.20
  5004001 | edu packscholar #1                                 |     17 |       58 |   7002.84
  9007011 | brandmaxi #11                                      |     19 |       40 |   7002.00
  6009002 | maxicorp #2                                        |     19 |       54 |   6991.92
  5001001 | amalgscholar #1                                    |     19 |       45 |   6987.45
  9014011 | edu packunivamalg #11                              |     18 |       12 |   6983.45
  6015006 | scholarbrand #6                                    |     19 |       38 |   6972.00
  5002001 | importoscholar #1                                  |      9 |       41 |   6946.50
  1001002 | amalgamalg #2                                      |     17 |       57 |   6933.75
  3002001 | importoexporti #1                                  |     19 |       37 |   6927.36
  3001001 | amalgexporti #1                                    |      9 |       15 |   6914.76
  1001002 | amalgamalg #2                                      |     17 |        8 |   6912.50
  2003001 | exportiimporto #1                                  |      7 |       23 |   6899.20
  4003001 | exportiedu pack #1                                 |     18 |       56 |   6882.75
  2003001 | exportiimporto #1                                  |     17 |        6 |   6855.84
  7007005 | brandbrand #5                                      |     17 |        7 |   6834.60
  5001001 | amalgscholar #1                                    |     19 |        3 |   6833.68
  9012003 | importounivamalg #3                                |     18 |       23 |   6831.42
  2003002 | exportiimporto #2                                  |      9 |       15 |   6822.72
  9006008 | corpmaxi #8                                        |     17 |        0 |   6817.14
  1004002 | edu packamalg #2                                   |     18 |       11 |   6812.02
  7010008 | univnameless #8                                    |     17 |        0 |   6812.00
  6005007 | scholarcorp #7                                     |     19 |       23 |   6809.60
  6014002 | edu packbrand #2                                   |      9 |        6 |   6802.61
  6008005 | namelesscorp #5                                    |      7 |       44 |   6773.80
  1004001 | edu packamalg #1                                   |     19 |       37 |   6766.56
  7013009 | exportinameless #9                                 |     17 |        1 |   6758.22
 10012001 | importoamalgamalg #1                               |     19 |       28 |   6748.73
 10010004 | univamalgamalg #4                                  |     17 |        4 |   6730.20
  9008002 | namelessmaxi #2                                    |     17 |        1 |   6723.50
  9013002 | exportiunivamalg #2                                |     17 |        9 |   6705.60
  3004001 | edu packexporti #1                                 |     18 |       41 |   6704.32
  8005005 | scholarnameless #5                                 |      8 |       58 |   6700.32
  9001005 | amalgmaxi #5                                       |      9 |       10 |   6685.56
  7007004 | brandbrand #4                                      |      9 |       19 |   6685.24
  2001001 | amalgimporto #1                                    |      6 |       49 |   6681.36
  3004002 | edu packexporti #2                                 |      9 |       13 |   6678.88
 10010004 | univamalgamalg #4                                  |     19 |       33 |   6661.44
  3002001 | importoexporti #1                                  |      9 |        3 |   6658.20
  6005001 | scholarcorp #1                                     |     18 |       28 |   6656.80
  5003001 | exportischolar #1                                  |     19 |        7 |   6652.88
  2004001 | edu packimporto #1                                 |      7 |        0 |   6639.87
  4004002 | edu packedu pack #2                                |     19 |        4 |   6628.80
  3001001 | amalgexporti #1                                    |     17 |       45 |   6624.68
  5004001 | edu packscholar #1                                 |     17 |       12 |   6620.40
  3002001 | importoexporti #1                                  |      8 |       24 |   6612.48
 10008015 | namelessunivamalg #15                              |     17 |       34 |   6587.28
  2004001 | edu packimporto #1                                 |     17 |       53 |   6578.64
  8016006 | corpmaxi #6                                        |     19 |       56 |   6574.00
  8008003 | namelessnameless #3                                |      8 |       12 |   6566.67
 10008002 | namelessunivamalg #2                               |     19 |       38 |   6560.10
  8016006 | corpmaxi #6                                        |      9 |       40 |   6556.62
  9014008 | edu packunivamalg #8                               |     17 |        9 |   6540.12
  3003001 | exportiexporti #1                                  |      9 |        1 |   6524.53
  9006008 | corpmaxi #8                                        |     18 |       49 |   6515.44
  7003005 | exportibrand #5                                    |     17 |       49 |   6509.99
  6001002 | amalgcorp #2                                       |      9 |       26 |   6509.13
  3001002 | amalgexporti #2                                    |     19 |       51 |   6504.00
  4002002 | importoedu pack #2                                 |     17 |        9 |   6500.10
  5004001 | edu packscholar #1                                 |      7 |        9 |   6483.36
  3001001 | amalgexporti #1                                    |     19 |       42 |   6475.68
 10002011 | importounivamalg #11                               |     18 |        7 |   6441.66
  5003001 | exportischolar #1                                  |     17 |       59 |   6437.41
  4004001 | edu packedu pack #1                                |      8 |       46 |   6434.92
  6002005 | importocorp #5                                     |     17 |       32 |   6421.36
  9014002 | edu packunivamalg #2                               |     19 |       23 |   6407.10
  1004002 | edu packamalg #2                                   |     17 |       39 |   6396.04
  9011008 | amalgunivamalg #8                                  |     17 |       49 |   6383.57
