Timing is on.
 d_week_seq1 | round | round | round | round | round | round | round 
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5115 |  1.05 |  1.04 |  1.13 |  0.95 |  0.94 |  1.01 |  0.93
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5116 |  1.17 |  1.09 |  0.94 |  0.98 |  1.17 |  0.99 |  1.03
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5117 |  0.91 |  1.03 |  0.97 |  1.01 |  0.87 |  1.12 |  1.00
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5118 |  1.03 |  1.00 |  1.00 |  0.98 |  1.02 |  1.06 |  1.19
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5119 |  1.03 |  0.95 |  1.01 |  1.10 |  1.02 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
        5120 |  1.06 |  1.08 |  0.86 |  0.98 |  1.08 |  1.08 |  1.05
