Timing is on.
      ca_county       | d_year |   web_q1_q2_increase   |  store_q1_q2_increase  |   web_q2_q3_increase   |  store_q2_q3_increase  
 Dawson County        |   2000 |     3.2628370483221907 |     1.0940630449590066 |     1.3223055974320578 |     1.1515027002624171
 Camp County          |   2000 |     3.3791199914195837 | 0.50024700687321208181 |     3.2655585055091991 |     1.5039014064173413
 Swain County         |   2000 |     3.3853726957097835 | 0.62165600780870758775 |     1.4097429035428001 | 0.90844464816840913064
 Pleasants County     |   2000 |     3.3863840885370054 | 0.51033511872798492766 |     1.1308344745947987 | 0.59091297624562458880
 Woodruff County      |   2000 |     3.6180483758655737 |     2.0357084625946608 |     1.2817643487140291 | 0.79004658587557632761
 Stephenson County    |   2000 |     4.2333944984503515 | 0.54499913018187088626 |     1.2271437495600760 | 0.50566442068663635090
 Summit County        |   2000 |     4.2777563236418708 | 0.99908946662861446025 |     1.6358272874839361 | 0.83685748523800881823
 Adair County         |   2000 |     4.3229104963866840 |     1.1054924236462586 |     2.7918438306321869 |     1.4721729567280415
 Gulf County          |   2000 |     4.6110636419094248 | 0.43498358449607949108 |     4.6051375412657994 |     3.5237087986436120
 Bronx County         |   2000 |     4.7020690141341511 | 0.97571804898119673035 |     2.5328442366853970 |     2.0041535059155795
 Okeechobee County    |   2000 |     4.7309665903436609 | 0.71266056226104245087 |     1.2957085864563236 | 0.74913660458655781387
 Lexington city       |   2000 |     4.8284970743990096 | 0.82033521471223317586 |     3.4247194019639026 |     1.8039015928067562
 Miami County         |   2000 |     5.0761571189084701 |     1.2395605856112347 |     2.3432430155143177 |     1.7738138866358693
 Brunswick County     |   2000 |     6.2390849474248430 |     1.6237934805053952 |     1.7595880834736376 |     1.1374920952919565
 Nevada County        |   2000 |     6.5700293629916537 |     2.0854487983559167 | 1.03427167733116741615 | 0.97349564131990938285
 Ottawa County        |   2000 |     7.3433440162933508 |     1.6180749719931375 |     1.2430099206283695 | 0.70774506377055194922
(129 rows)

Time: 28953,854 ms (00:28,954)
