Timing is on.
 prev_year | year | i_brand_id | i_class_id | i_category_id | i_manufact_id | prev_yr_cnt | curr_yr_cnt | sales_cnt_diff | sales_amt_diff 
      1998 | 1999 |    7011005 |         11 |             7 |           323 |        7915 |        6387 |          -1528 |      -94538.39
      1998 | 1999 |    7010007 |         10 |             7 |           636 |        7549 |        6036 |          -1513 |     -118754.62
      1998 | 1999 |    7004009 |          4 |             7 |            54 |        6935 |        5437 |          -1498 |      -43904.11
      1998 | 1999 |    7009005 |          9 |             7 |           937 |        8759 |        7267 |          -1492 |      -56397.31
      1998 | 1999 |    7014010 |         14 |             7 |            46 |        7417 |        5933 |          -1484 |     -154567.20
      1998 | 1999 |    7007007 |          7 |             7 |           140 |        8370 |        6905 |          -1465 |     -107511.73
      1998 | 1999 |    7001007 |          1 |             7 |           991 |        8536 |        7073 |          -1463 |      -59484.92
      1998 | 1999 |    7004007 |          4 |             7 |            68 |        8042 |        6579 |          -1463 |      -36761.04
      1998 | 1999 |    7014008 |         14 |             7 |           240 |        7844 |        6385 |          -1459 |       -3148.33
      1998 | 1999 |    7014006 |         14 |             7 |           649 |        7252 |        5802 |          -1450 |      -66327.95
      1998 | 1999 |    7012001 |         12 |             7 |           357 |        8146 |        6709 |          -1437 |      -81245.95
      1998 | 1999 |    7016006 |         16 |             7 |           185 |        7417 |        5982 |          -1435 |      -85304.82
      1998 | 1999 |    7007007 |          7 |             7 |           724 |        7790 |        6357 |          -1433 |      -14114.42
      1998 | 1999 |    7002007 |          2 |             7 |           636 |        7827 |        6405 |          -1422 |      -72538.64
      1998 | 1999 |    7002002 |          2 |             7 |           138 |        7460 |        6041 |          -1419 |     -113778.39
      1998 | 1999 |    7014005 |         14 |             7 |           580 |        7513 |        6104 |          -1409 |     -120227.03
      1998 | 1999 |    7006006 |          6 |             7 |           121 |        8368 |        6971 |          -1397 |      -40763.10
      1998 | 1999 |    7001009 |          1 |             7 |           155 |        7256 |        5860 |          -1396 |      -66241.62
      1998 | 1999 |    7014002 |         14 |             7 |           986 |        7937 |        6563 |          -1374 |     -139613.40
      1998 | 1999 |    7004005 |          4 |             7 |           561 |        7883 |        6521 |          -1362 |      -83576.62
      1998 | 1999 |    7008007 |          8 |             7 |           467 |        6891 |        5531 |          -1360 |      -37856.58
      1998 | 1999 |    7009006 |          9 |             7 |            46 |        7335 |        5976 |          -1359 |      -28830.26
      1998 | 1999 |    7008001 |          8 |             7 |           249 |        7783 |        6426 |          -1357 |      -66583.54
      1998 | 1999 |    7016007 |         16 |             7 |           217 |        8183 |        6826 |          -1357 |      -62740.00
      1998 | 1999 |    7002007 |          2 |             7 |           233 |        7711 |        6366 |          -1345 |      -87367.11
      1998 | 1999 |    7012009 |         12 |             7 |           663 |        8371 |        7040 |          -1331 |     -165901.97
      1998 | 1999 |    7004003 |          4 |             7 |           656 |        7310 |        5993 |          -1317 |      -57159.36
      1998 | 1999 |    7014004 |         14 |             7 |           949 |        8050 |        6741 |          -1309 |      -78494.90
      1998 | 1999 |    7005002 |          5 |             7 |           654 |        7727 |        6424 |          -1303 |      -89325.62
      1998 | 1999 |    7005003 |          5 |             7 |           159 |        7770 |        6467 |          -1303 |      -86232.79
      1998 | 1999 |    7015001 |         15 |             7 |           114 |        7397 |        6097 |          -1300 |      -45190.29
(100 rows)

Time: 5422,063 ms (00:05,422)
